VisitId,CustomerName,Address,Latitude,Longitude,Category,ServiceMinutes,WindowStart,WindowEnd,WindowStrict,Priority,AppointmentRequired,WorkType,BuildingGroupId,AccessNote,HazardNote,ContactPhone
V035,シティタワー甲府 402,山梨県甲府市武田6-5-16,35.6610,138.5664,一般,2,,,,中,false,定期,B-APT-04,4階／宅配ボックス横に入口,,
V036,シティタワー甲府 501,山梨県甲府市武田6-5-16,35.6610,138.5664,一般,2,10:00,11:30,厳守,中,false,検針,B-APT-04,5階／宅配ボックス横に入口,,
V037,シティタワー甲府 502,山梨県甲府市武田6-5-16,35.6610,138.5664,一般,2,09:00,12:00,希望,中,false,交換,B-APT-04,5階／宅配ボックス横に入口,,
V038,丸の内テラス 101,山梨県甲府市朝日4-6-26,35.6675,138.5776,一般,2,,,,低,false,検針,B-APT-05,1階／駐車は来客枠2台のみ,,
V039,丸の内テラス 102,山梨県甲府市朝日4-6-26,35.6675,138.5776,一般,2,10:00,11:30,厳守,低,false,交換,B-APT-05,1階／駐車は来客枠2台のみ,,
V040,丸の内テラス 201,山梨県甲府市朝日4-6-26,35.6675,138.5776,一般,2,09:00,12:00,厳守,中,false,検針,B-APT-05,2階／駐車は来客枠2台のみ,,
V041,丸の内テラス 202,山梨県甲府市朝日4-6-26,35.6675,138.5776,一般,2,14:00,16:00,希望,高,false,交換,B-APT-05,2階／駐車は来客枠2台のみ,,
V042,丸の内テラス 301,山梨県甲府市朝日4-6-26,35.6675,138.5776,一般,2,,,,高,false,検針,B-APT-05,3階／駐車は来客枠2台のみ,,
V043,丸の内テラス 302,山梨県甲府市朝日4-6-26,35.6675,138.5776,一般,2,10:00,11:30,厳守,高,false,検針,B-APT-05,3階／駐車は来客枠2台のみ,,
V044,丸の内テラス 401,山梨県甲府市朝日4-6-26,35.6675,138.5776,一般,2,09:00,12:00,希望,中,true,定期,B-APT-05,4階／駐車は来客枠2台のみ,,055-225-7365
V045,丸の内テラス 402,山梨県甲府市朝日4-6-26,35.6675,138.5776,一般,2,,,,中,false,定期,B-APT-05,4階／駐車は来客枠2台のみ,,
V046,丸の内テラス 501,山梨県甲府市朝日4-6-26,35.6675,138.5776,一般,2,,,,中,false,定期,B-APT-05,5階／駐車は来客枠2台のみ,,
V047,丸の内テラス 502,山梨県甲府市朝日4-6-26,35.6675,138.5776,一般,2,,,,高,false,交換,B-APT-05,5階／駐車は来客枠2台のみ,,
V048,メゾン武田 101,山梨県甲府市丸の内5-3-17,35.6699,138.5773,一般,2,,,,中,false,交換,B-APT-06,1階／1階メーターボックス集約,,
V049,メゾン武田 102,山梨県甲府市丸の内5-3-17,35.6699,138.5773,一般,2,,,,中,false,定期,B-APT-06,1階／1階メーターボックス集約,,
V050,メゾン武田 201,山梨県甲府市丸の内5-3-17,35.6699,138.5773,一般,2,,,,低,false,検針,B-APT-06,2階／1階メーターボックス集約,,
V051,メゾン武田 202,山梨県甲府市丸の内5-3-17,35.6699,138.5773,一般,2,,,,中,true,定期,B-APT-06,2階／1階メーターボックス集約,,055-233-1064
V052,メゾン武田 301,山梨県甲府市丸の内5-3-17,35.6699,138.5773,一般,2,09:00,12:00,厳守,中,false,検針,B-APT-06,3階／1階メーターボックス集約,,
V053,メゾン武田 302,山梨県甲府市丸の内5-3-17,35.6699,138.5773,一般,2,14:00,16:00,希望,低,false,交換,B-APT-06,3階／1階メーターボックス集約,,
V054,メゾン武田 401,山梨県甲府市丸の内5-3-17,35.6699,138.5773,一般,2,,,,高,false,定期,B-APT-06,4階／1階メーターボックス集約,,
V055,メゾン武田 402,山梨県甲府市丸の内5-3-17,35.6699,138.5773,一般,2,,,,中,false,交換,B-APT-06,4階／1階メーターボックス集約,,
V056,メゾン武田 501,山梨県甲府市丸の内5-3-17,35.6699,138.5773,一般,2,09:00,12:00,希望,中,false,検針,B-APT-06,5階／1階メーターボックス集約,,
V057,メゾン武田 502,山梨県甲府市丸の内5-3-17,35.6699,138.5773,一般,2,09:00,12:00,厳守,中,false,検針,B-APT-06,5階／1階メーターボックス集約,,
V058,太田町ハイツ 101,山梨県甲府市武田2-5-29,35.6713,138.5740,一般,2,,,,中,false,検針,B-APT-07,1階／メーターは共用廊下,,
V059,太田町ハイツ 102,山梨県甲府市武田2-5-29,35.6713,138.5740,一般,2,,,,低,false,定期,B-APT-07,1階／メーターは共用廊下,,
V060,太田町ハイツ 103,山梨県甲府市武田2-5-29,35.6713,138.5740,一般,2,13:00,17:00,希望,中,false,検針,B-APT-07,1階／メーターは共用廊下,,
V061,太田町ハイツ 201,山梨県甲府市武田2-5-29,35.6713,138.5740,一般,2,14:00,16:00,厳守,低,false,定期,B-APT-07,2階／メーターは共用廊下,,
V062,太田町ハイツ 202,山梨県甲府市武田2-5-29,35.6713,138.5740,一般,2,,,,中,false,検針,B-APT-07,2階／メーターは共用廊下,,
V063,太田町ハイツ 203,山梨県甲府市武田2-5-29,35.6713,138.5740,一般,2,,,,中,false,検針,B-APT-07,2階／メーターは共用廊下,,
V064,太田町ハイツ 301,山梨県甲府市武田2-5-29,35.6713,138.5740,一般,2,09:00,12:00,希望,中,false,交換,B-APT-07,3階／メーターは共用廊下,,
V065,太田町ハイツ 302,山梨県甲府市武田2-5-29,35.6713,138.5740,一般,2,,,,中,false,交換,B-APT-07,3階／メーターは共用廊下,,
V066,太田町ハイツ 303,山梨県甲府市武田2-5-29,35.6713,138.5740,一般,2,14:00,16:00,厳守,中,false,定期,B-APT-07,3階／メーターは共用廊下,,
V067,朝日レジデンス 101,山梨県甲府市宝1-5-1,35.6607,138.5746,一般,2,09:00,12:00,希望,高,true,交換,B-APT-08,1階／エレベーターなし,,055-220-4643
V068,朝日レジデンス 102,山梨県甲府市宝1-5-1,35.6607,138.5746,一般,2,,,,中,false,検針,B-APT-08,1階／エレベーターなし,,
V069,朝日レジデンス 201,山梨県甲府市宝1-5-1,35.6607,138.5746,一般,2,,,,中,false,検針,B-APT-08,2階／エレベーターなし,,
V070,朝日レジデンス 202,山梨県甲府市宝1-5-1,35.6607,138.5746,一般,2,09:00,12:00,希望,中,false,検針,B-APT-08,2階／エレベーターなし,,
V071,朝日レジデンス 301,山梨県甲府市宝1-5-1,35.6607,138.5746,一般,2,14:00,16:00,希望,中,false,定期,B-APT-08,3階／エレベーターなし,,
V072,朝日レジデンス 302,山梨県甲府市宝1-5-1,35.6607,138.5746,一般,2,09:00,12:00,厳守,中,false,交換,B-APT-08,3階／エレベーターなし,,
V073,朝日レジデンス 401,山梨県甲府市宝1-5-1,35.6607,138.5746,一般,2,14:00,16:00,希望,低,false,交換,B-APT-08,4階／エレベーターなし,高層階・階段移動,
V074,朝日レジデンス 402,山梨県甲府市宝1-5-1,35.6607,138.5746,一般,2,,,,高,false,定期,B-APT-08,4階／エレベーターなし,高層階・階段移動,
V075,朝日レジデンス 501,山梨県甲府市宝1-5-1,35.6607,138.5746,一般,2,,,,中,false,検針,B-APT-08,5階／エレベーターなし,高層階・階段移動,
V076,朝日レジデンス 502,山梨県甲府市宝1-5-1,35.6607,138.5746,一般,2,,,,中,false,交換,B-APT-08,5階／エレベーターなし,高層階・階段移動,
V077,甲府ハイツ 101,山梨県甲府市丸の内1-2-21,35.6719,138.5787,一般,2,14:00,16:00,厳守,中,false,検針,B-APT-09,1階／1階メーターボックス集約,,
V078,甲府ハイツ 102,山梨県甲府市丸の内1-2-21,35.6719,138.5787,一般,2,,,,低,false,検針,B-APT-09,1階／1階メーターボックス集約,,
V079,甲府ハイツ 103,山梨県甲府市丸の内1-2-21,35.6719,138.5787,一般,2,13:00,17:00,希望,高,false,定期,B-APT-09,1階／1階メーターボックス集約,,
V080,甲府ハイツ 201,山梨県甲府市丸の内1-2-21,35.6719,138.5787,一般,2,13:00,17:00,希望,中,false,検針,B-APT-09,2階／1階メーターボックス集約,,
V081,甲府ハイツ 202,山梨県甲府市丸の内1-2-21,35.6719,138.5787,一般,2,09:00,12:00,希望,中,false,検針,B-APT-09,2階／1階メーターボックス集約,,
V082,甲府ハイツ 203,山梨県甲府市丸の内1-2-21,35.6719,138.5787,一般,2,,,,中,true,検針,B-APT-09,2階／1階メーターボックス集約,,055-230-1907
V083,甲府ハイツ 301,山梨県甲府市丸の内1-2-21,35.6719,138.5787,一般,2,14:00,16:00,希望,中,false,定期,B-APT-09,3階／1階メーターボックス集約,,
V084,甲府ハイツ 302,山梨県甲府市丸の内1-2-21,35.6719,138.5787,一般,2,,,,高,false,検針,B-APT-09,3階／1階メーターボックス集約,,
V085,甲府ハイツ 303,山梨県甲府市丸の内1-2-21,35.6719,138.5787,一般,2,,,,高,false,交換,B-APT-09,3階／1階メーターボックス集約,,
V086,甲府ハイツ 401,山梨県甲府市丸の内1-2-21,35.6719,138.5787,一般,2,,,,低,false,検針,B-APT-09,4階／1階メーターボックス集約,,
V087,甲府ハイツ 402,山梨県甲府市丸の内1-2-21,35.6719,138.5787,一般,2,14:00,16:00,希望,高,true,交換,B-APT-09,4階／1階メーターボックス集約,,055-230-1907
V088,甲府ハイツ 403,山梨県甲府市丸の内1-2-21,35.6719,138.5787,一般,2,,,,中,false,検針,B-APT-09,4階／1階メーターボックス集約,,
V089,甲府ハイツ 501,山梨県甲府市丸の内1-2-21,35.6719,138.5787,一般,2,,,,中,false,検針,B-APT-09,5階／1階メーターボックス集約,,
V090,甲府ハイツ 502,山梨県甲府市丸の内1-2-21,35.6719,138.5787,一般,2,09:00,12:00,厳守,中,false,交換,B-APT-09,5階／1階メーターボックス集約,,
V091,甲府ハイツ 503,山梨県甲府市丸の内1-2-21,35.6719,138.5787,一般,2,,,,中,false,検針,B-APT-09,5階／1階メーターボックス集約,,
V092,前田邸,山梨県甲府市中央5-3-11,35.6657,138.5746,一般,5,,,,低,false,定期,,,,
V093,橋本邸,山梨県甲府市中央6-4-22,35.6675,138.5669,一般,5,,,,高,false,定期,,,,
V094,山本邸,山梨県甲府市太田町3-2-30,35.6685,138.5690,一般,5,,,,高,false,検針,,,,
V095,加藤邸,山梨県甲府市宝2-4-3,35.6635,138.5661,一般,5,,,,中,false,定期,,,,
V096,佐々木邸,山梨県甲府市太田町4-8-13,35.6690,138.5687,一般,5,14:00,16:00,厳守,中,false,定期,,,,
V097,伊藤邸,山梨県甲府市武田4-6-4,35.6600,138.5719,一般,5,,,,低,false,検針,,,,
V098,中央ビル管理室,山梨県甲府市朝日6-5-9,35.6639,138.5697,業務,25,14:00,16:00,厳守,高,true,故障,,守衛所で受付,高圧設備,055-359-2251
V099,北口テナント受変電,山梨県甲府市北口1-1-27,35.6643,138.5710,業務,25,09:30,11:00,厳守,高,true,交換,,立会い必要,,055-341-5353
V100,朝日商会,山梨県甲府市宝1-7-30,35.6652,138.5694,業務,25,,,,高,true,交換,,入館証必要,,055-316-7731
V101,城東スーパー設備室,山梨県甲府市北口4-1-30,35.6654,138.5755,業務,25,,,,高,true,交換,,入館証必要,,055-370-7797
V102,丸の内クリニック,山梨県甲府市北口4-4-10,35.6641,138.5692,業務,25,,,,高,true,故障,,駐車場は地下P,,055-331-3648
