VisitId,CustomerName,Address,Latitude,Longitude,Category,ServiceMinutes,WindowStart,WindowEnd,WindowStrict,Priority,AppointmentRequired,WorkType,BuildingGroupId,AccessNote,HazardNote,ContactPhone
V036,丸の内テラス 302,山梨県甲府市宝6-4-14,35.6695,138.5687,一般,3,,,,低,false,交換,B-APT-04,3階／オートロック・管理人室で開錠,,
V037,丸の内テラス 303,山梨県甲府市宝6-4-14,35.6695,138.5687,一般,3,,,,中,false,定期,B-APT-04,3階／オートロック・管理人室で開錠,,
V038,丸の内テラス 401,山梨県甲府市宝6-4-14,35.6695,138.5687,一般,3,,,,低,false,検針,B-APT-04,4階／オートロック・管理人室で開錠,,
V039,丸の内テラス 402,山梨県甲府市宝6-4-14,35.6695,138.5687,一般,3,,,,低,false,交換,B-APT-04,4階／オートロック・管理人室で開錠,,
V040,丸の内テラス 403,山梨県甲府市宝6-4-14,35.6695,138.5687,一般,3,,,,高,false,検針,B-APT-04,4階／オートロック・管理人室で開錠,,
V041,甲府ハイツ 101,山梨県甲府市中央3-8-3,35.6720,138.5723,一般,3,,,,中,true,交換,B-APT-05,1階／宅配ボックス横に入口,,055-297-9732
V042,甲府ハイツ 102,山梨県甲府市中央3-8-3,35.6720,138.5723,一般,3,,,,中,false,交換,B-APT-05,1階／宅配ボックス横に入口,,
V043,甲府ハイツ 201,山梨県甲府市中央3-8-3,35.6720,138.5723,一般,3,13:00,17:00,希望,高,false,定期,B-APT-05,2階／宅配ボックス横に入口,,
V044,甲府ハイツ 202,山梨県甲府市中央3-8-3,35.6720,138.5723,一般,3,,,,低,false,検針,B-APT-05,2階／宅配ボックス横に入口,,
V045,甲府ハイツ 301,山梨県甲府市中央3-8-3,35.6720,138.5723,一般,3,,,,中,false,定期,B-APT-05,3階／宅配ボックス横に入口,,
V046,甲府ハイツ 302,山梨県甲府市中央3-8-3,35.6720,138.5723,一般,3,,,,高,false,検針,B-APT-05,3階／宅配ボックス横に入口,,
V047,甲府ハイツ 401,山梨県甲府市中央3-8-3,35.6720,138.5723,一般,3,,,,中,false,検針,B-APT-05,4階／宅配ボックス横に入口,,
V048,甲府ハイツ 402,山梨県甲府市中央3-8-3,35.6720,138.5723,一般,3,,,,中,false,検針,B-APT-05,4階／宅配ボックス横に入口,,
V049,シティタワー甲府 101,山梨県甲府市宝2-6-28,35.6618,138.5662,一般,3,,,,中,true,交換,B-APT-06,1階／宅配ボックス横に入口,,055-287-3639
V050,シティタワー甲府 102,山梨県甲府市宝2-6-28,35.6618,138.5662,一般,3,,,,中,false,検針,B-APT-06,1階／宅配ボックス横に入口,,
V051,シティタワー甲府 201,山梨県甲府市宝2-6-28,35.6618,138.5662,一般,3,,,,中,false,検針,B-APT-06,2階／宅配ボックス横に入口,,
V052,シティタワー甲府 202,山梨県甲府市宝2-6-28,35.6618,138.5662,一般,3,,,,中,false,検針,B-APT-06,2階／宅配ボックス横に入口,,
V053,シティタワー甲府 301,山梨県甲府市宝2-6-28,35.6618,138.5662,一般,3,,,,高,false,検針,B-APT-06,3階／宅配ボックス横に入口,,
V054,シティタワー甲府 302,山梨県甲府市宝2-6-28,35.6618,138.5662,一般,3,,,,中,false,交換,B-APT-06,3階／宅配ボックス横に入口,,
V055,シティタワー甲府 401,山梨県甲府市宝2-6-28,35.6618,138.5662,一般,3,,,,中,false,交換,B-APT-06,4階／宅配ボックス横に入口,,
V056,シティタワー甲府 402,山梨県甲府市宝2-6-28,35.6618,138.5662,一般,3,09:00,12:00,希望,中,false,定期,B-APT-06,4階／宅配ボックス横に入口,,
V057,シティタワー甲府 501,山梨県甲府市宝2-6-28,35.6618,138.5662,一般,3,,,,中,false,検針,B-APT-06,5階／宅配ボックス横に入口,,
V058,シティタワー甲府 502,山梨県甲府市宝2-6-28,35.6618,138.5662,一般,3,,,,中,false,定期,B-APT-06,5階／宅配ボックス横に入口,,
V059,朝日レジデンス 101,山梨県甲府市朝日4-5-20,35.6680,138.5763,一般,3,,,,低,false,交換,B-APT-07,1階／駐車は来客枠2台のみ,,
V060,朝日レジデンス 102,山梨県甲府市朝日4-5-20,35.6680,138.5763,一般,3,,,,中,false,検針,B-APT-07,1階／駐車は来客枠2台のみ,,
V061,朝日レジデンス 201,山梨県甲府市朝日4-5-20,35.6680,138.5763,一般,3,,,,中,false,検針,B-APT-07,2階／駐車は来客枠2台のみ,,
V062,朝日レジデンス 202,山梨県甲府市朝日4-5-20,35.6680,138.5763,一般,3,,,,高,false,検針,B-APT-07,2階／駐車は来客枠2台のみ,,
V063,朝日レジデンス 301,山梨県甲府市朝日4-5-20,35.6680,138.5763,一般,3,,,,中,false,検針,B-APT-07,3階／駐車は来客枠2台のみ,,
V064,朝日レジデンス 302,山梨県甲府市朝日4-5-20,35.6680,138.5763,一般,3,,,,中,false,検針,B-APT-07,3階／駐車は来客枠2台のみ,,
V065,太田町ハイツ 101,山梨県甲府市宝2-1-30,35.6719,138.5686,一般,3,14:00,16:00,希望,中,false,交換,B-APT-08,1階／宅配ボックス横に入口,,
V066,太田町ハイツ 102,山梨県甲府市宝2-1-30,35.6719,138.5686,一般,3,,,,高,false,検針,B-APT-08,1階／宅配ボックス横に入口,,
V067,太田町ハイツ 201,山梨県甲府市宝2-1-30,35.6719,138.5686,一般,3,,,,中,false,検針,B-APT-08,2階／宅配ボックス横に入口,,
V068,太田町ハイツ 202,山梨県甲府市宝2-1-30,35.6719,138.5686,一般,3,,,,中,false,検針,B-APT-08,2階／宅配ボックス横に入口,,
V069,太田町ハイツ 301,山梨県甲府市宝2-1-30,35.6719,138.5686,一般,3,,,,中,false,定期,B-APT-08,3階／宅配ボックス横に入口,,
V070,太田町ハイツ 302,山梨県甲府市宝2-1-30,35.6719,138.5686,一般,3,,,,高,false,検針,B-APT-08,3階／宅配ボックス横に入口,,
V071,太田町ハイツ 401,山梨県甲府市宝2-1-30,35.6719,138.5686,一般,3,,,,低,false,交換,B-APT-08,4階／宅配ボックス横に入口,,
V072,太田町ハイツ 402,山梨県甲府市宝2-1-30,35.6719,138.5686,一般,3,,,,中,false,定期,B-APT-08,4階／宅配ボックス横に入口,,
V073,太田町ハイツ 501,山梨県甲府市宝2-1-30,35.6719,138.5686,一般,3,,,,中,false,検針,B-APT-08,5階／宅配ボックス横に入口,,
V074,太田町ハイツ 502,山梨県甲府市宝2-1-30,35.6719,138.5686,一般,3,,,,中,true,交換,B-APT-08,5階／宅配ボックス横に入口,,055-260-8311
V075,中央コーポ 101,山梨県甲府市朝日6-5-6,35.6607,138.5677,一般,3,,,,中,false,検針,B-APT-09,1階／オートロック・管理人室で開錠,,
V076,中央コーポ 102,山梨県甲府市朝日6-5-6,35.6607,138.5677,一般,3,,,,中,false,定期,B-APT-09,1階／オートロック・管理人室で開錠,,
V077,中央コーポ 103,山梨県甲府市朝日6-5-6,35.6607,138.5677,一般,3,,,,中,true,定期,B-APT-09,1階／オートロック・管理人室で開錠,,055-283-9688
V078,中央コーポ 201,山梨県甲府市朝日6-5-6,35.6607,138.5677,一般,3,,,,低,false,検針,B-APT-09,2階／オートロック・管理人室で開錠,,
V079,中央コーポ 202,山梨県甲府市朝日6-5-6,35.6607,138.5677,一般,3,,,,低,false,検針,B-APT-09,2階／オートロック・管理人室で開錠,,
V080,中央コーポ 203,山梨県甲府市朝日6-5-6,35.6607,138.5677,一般,3,,,,中,false,検針,B-APT-09,2階／オートロック・管理人室で開錠,,
V081,中央コーポ 301,山梨県甲府市朝日6-5-6,35.6607,138.5677,一般,3,,,,高,false,定期,B-APT-09,3階／オートロック・管理人室で開錠,,
V082,中央コーポ 302,山梨県甲府市朝日6-5-6,35.6607,138.5677,一般,3,,,,中,false,交換,B-APT-09,3階／オートロック・管理人室で開錠,,
V083,中央コーポ 303,山梨県甲府市朝日6-5-6,35.6607,138.5677,一般,3,14:00,16:00,希望,中,false,交換,B-APT-09,3階／オートロック・管理人室で開錠,,
V084,中央コーポ 401,山梨県甲府市朝日6-5-6,35.6607,138.5677,一般,3,,,,高,false,定期,B-APT-09,4階／オートロック・管理人室で開錠,,
V085,中央コーポ 402,山梨県甲府市朝日6-5-6,35.6607,138.5677,一般,3,,,,中,false,定期,B-APT-09,4階／オートロック・管理人室で開錠,,
V086,中央コーポ 403,山梨県甲府市朝日6-5-6,35.6607,138.5677,一般,3,,,,中,false,検針,B-APT-09,4階／オートロック・管理人室で開錠,,
V087,サンハイム甲府 101,山梨県甲府市北口3-4-7,35.6632,138.5737,一般,3,14:00,16:00,希望,中,false,交換,B-APT-10,1階／宅配ボックス横に入口,,
V088,サンハイム甲府 102,山梨県甲府市北口3-4-7,35.6632,138.5737,一般,3,,,,低,false,交換,B-APT-10,1階／宅配ボックス横に入口,,
V089,サンハイム甲府 103,山梨県甲府市北口3-4-7,35.6632,138.5737,一般,3,,,,高,false,検針,B-APT-10,1階／宅配ボックス横に入口,,
V090,サンハイム甲府 201,山梨県甲府市北口3-4-7,35.6632,138.5737,一般,3,,,,中,false,定期,B-APT-10,2階／宅配ボックス横に入口,,
V091,サンハイム甲府 202,山梨県甲府市北口3-4-7,35.6632,138.5737,一般,3,,,,高,false,定期,B-APT-10,2階／宅配ボックス横に入口,,
V092,サンハイム甲府 203,山梨県甲府市北口3-4-7,35.6632,138.5737,一般,3,,,,高,false,検針,B-APT-10,2階／宅配ボックス横に入口,,
V093,サンハイム甲府 301,山梨県甲府市北口3-4-7,35.6632,138.5737,一般,3,,,,中,true,検針,B-APT-10,3階／宅配ボックス横に入口,,055-212-5291
V094,サンハイム甲府 302,山梨県甲府市北口3-4-7,35.6632,138.5737,一般,3,,,,高,false,検針,B-APT-10,3階／宅配ボックス横に入口,,
V095,サンハイム甲府 303,山梨県甲府市北口3-4-7,35.6632,138.5737,一般,3,13:00,17:00,希望,中,false,検針,B-APT-10,3階／宅配ボックス横に入口,,
V096,サンハイム甲府 401,山梨県甲府市北口3-4-7,35.6632,138.5737,一般,3,,,,中,false,検針,B-APT-10,4階／宅配ボックス横に入口,,
V097,サンハイム甲府 402,山梨県甲府市北口3-4-7,35.6632,138.5737,一般,3,,,,中,false,検針,B-APT-10,4階／宅配ボックス横に入口,,
V098,サンハイム甲府 403,山梨県甲府市北口3-4-7,35.6632,138.5737,一般,3,,,,中,false,交換,B-APT-10,4階／宅配ボックス横に入口,,
V099,リバーサイド中央 101,山梨県甲府市北口5-5-9,35.6646,138.5663,一般,3,,,,中,false,交換,B-APT-11,1階／エレベーターなし,,
V100,リバーサイド中央 102,山梨県甲府市北口5-5-9,35.6646,138.5663,一般,3,,,,高,false,交換,B-APT-11,1階／エレベーターなし,,
V101,リバーサイド中央 201,山梨県甲府市北口5-5-9,35.6646,138.5663,一般,3,,,,高,false,定期,B-APT-11,2階／エレベーターなし,,
V102,リバーサイド中央 202,山梨県甲府市北口5-5-9,35.6646,138.5663,一般,3,,,,中,false,検針,B-APT-11,2階／エレベーターなし,,
V103,リバーサイド中央 301,山梨県甲府市北口5-5-9,35.6646,138.5663,一般,3,,,,中,false,検針,B-APT-11,3階／エレベーターなし,,
V104,リバーサイド中央 302,山梨県甲府市北口5-5-9,35.6646,138.5663,一般,3,,,,中,false,検針,B-APT-11,3階／エレベーターなし,,
V105,リバーサイド中央 401,山梨県甲府市北口5-5-9,35.6646,138.5663,一般,3,,,,中,false,検針,B-APT-11,4階／エレベーターなし,高層階・階段移動,
V106,リバーサイド中央 402,山梨県甲府市北口5-5-9,35.6646,138.5663,一般,3,,,,低,false,検針,B-APT-11,4階／エレベーターなし,高層階・階段移動,
V107,リバーサイド中央 501,山梨県甲府市北口5-5-9,35.6646,138.5663,一般,3,09:00,12:00,希望,中,false,検針,B-APT-11,5階／エレベーターなし,高層階・階段移動,
V108,リバーサイド中央 502,山梨県甲府市北口5-5-9,35.6646,138.5663,一般,3,,,,中,false,定期,B-APT-11,5階／エレベーターなし,高層階・階段移動,
V109,城東マンション 101,山梨県甲府市北口6-5-6,35.6623,138.5671,一般,3,,,,中,false,定期,B-APT-12,1階／オートロック・管理人室で開錠,,
V110,城東マンション 102,山梨県甲府市北口6-5-6,35.6623,138.5671,一般,3,,,,低,false,定期,B-APT-12,1階／オートロック・管理人室で開錠,,
V111,城東マンション 201,山梨県甲府市北口6-5-6,35.6623,138.5671,一般,3,,,,中,false,定期,B-APT-12,2階／オートロック・管理人室で開錠,,
V112,城東マンション 202,山梨県甲府市北口6-5-6,35.6623,138.5671,一般,3,,,,高,false,検針,B-APT-12,2階／オートロック・管理人室で開錠,,
V113,城東マンション 301,山梨県甲府市北口6-5-6,35.6623,138.5671,一般,3,,,,高,false,交換,B-APT-12,3階／オートロック・管理人室で開錠,,
V114,城東マンション 302,山梨県甲府市北口6-5-6,35.6623,138.5671,一般,3,,,,高,false,定期,B-APT-12,3階／オートロック・管理人室で開錠,,
V115,城東マンション 401,山梨県甲府市北口6-5-6,35.6623,138.5671,一般,3,,,,高,false,定期,B-APT-12,4階／オートロック・管理人室で開錠,,
V116,城東マンション 402,山梨県甲府市北口6-5-6,35.6623,138.5671,一般,3,14:00,16:00,厳守,低,false,検針,B-APT-12,4階／オートロック・管理人室で開錠,,
V117,城東マンション 501,山梨県甲府市北口6-5-6,35.6623,138.5671,一般,3,13:00,17:00,希望,高,false,定期,B-APT-12,5階／オートロック・管理人室で開錠,,
V118,城東マンション 502,山梨県甲府市北口6-5-6,35.6623,138.5671,一般,3,,,,中,false,検針,B-APT-12,5階／オートロック・管理人室で開錠,,
V119,斎藤邸,山梨県甲府市宝3-4-19,35.6718,138.5699,一般,6,10:00,11:30,厳守,中,true,定期,,,犬注意,055-145-7681
V120,井上邸,山梨県甲府市朝日5-9-18,35.6707,138.5669,一般,6,,,,低,false,定期,,,,
V121,佐藤邸,山梨県甲府市中央3-1-29,35.6630,138.5723,一般,6,,,,高,false,定期,,,,
V122,佐々木邸,山梨県甲府市朝日2-8-26,35.6657,138.5659,一般,6,,,,中,false,定期,,,,
V123,田中邸,山梨県甲府市朝日1-1-27,35.6667,138.5668,一般,6,,,,中,false,検針,,,,
V124,渡辺邸,山梨県甲府市太田町6-1-20,35.6654,138.5740,一般,6,,,,中,false,定期,,,,
V125,中央ビル管理室,山梨県甲府市城東3-1-25,35.6718,138.5710,業務,30,,,,高,true,交換,,守衛所で受付,高所作業あり,055-317-1533
V126,北口テナント受変電,山梨県甲府市城東2-5-19,35.6682,138.5730,業務,30,,,,高,true,故障,,入館証必要,,055-352-7109
V127,朝日商会,山梨県甲府市丸の内5-5-16,35.6664,138.5678,業務,30,13:00,15:00,希望,高,true,定期,,駐車場は地下P,高圧設備,055-343-5969
