StoreCode,SalesDate,PosNo,SalesNo,TransactionType,ProcessType,RegisterType,CashierCode,CashierName,MemberCode,SystemTime,TenderType,SettlementType,AccountNumber,PointsUsed,TotalAmount
0001,2026-05-01,1,28,Sale,Normal,Normal,1004,田中四郎,M1009,10:54:38,Credit,EMoney,706583711208,0,500
0001,2026-05-01,3,29,Sale,Normal,Normal,1004,田中四郎,,19:59:44,Cash,,,0,510
0001,2026-05-01,2,30,Sale,Normal,Normal,1004,田中四郎,,18:47:02,Credit,EMoney,736753250032,0,1460
0001,2026-05-01,1,31,Sale,Normal,Normal,1004,田中四郎,M1022,20:02:31,Cash,,,0,480
0001,2026-05-01,3,32,Sale,Normal,Normal,1005,渡辺五郎,,09:04:54,Cash,,,0,1260
0001,2026-05-01,3,33,Sale,Normal,Normal,1005,渡辺五郎,M1024,15:02:11,Cash,,,200,360
0001,2026-05-01,1,34,Sale,Normal,Normal,1005,渡辺五郎,M1027,12:01:30,GiftCard,,,0,680
0001,2026-05-01,3,35,Sale,Normal,Normal,1005,渡辺五郎,,11:39:48,Cash,,,0,480
0001,2026-05-01,1,36,Sale,Normal,Normal,1005,渡辺五郎,,16:36:13,Cash,,,0,350
0001,2026-05-01,1,37,Sale,Normal,Normal,1005,渡辺五郎,M1004,20:47:01,Credit,EMoney,326244278950,200,1020
0001,2026-05-01,1,38,Sale,Normal,Normal,1005,渡辺五郎,,19:57:16,Credit,UnionPay,977030512392,0,400
0002,2026-05-01,1,1,Sale,Normal,Normal,1001,佐藤一郎,,11:09:22,Cash,,,0,650
0002,2026-05-01,1,2,Sale,Normal,Normal,1001,佐藤一郎,,12:22:11,GiftCard,,,0,780
0002,2026-05-01,3,3,Sale,Normal,Normal,1001,佐藤一郎,M1002,15:10:08,GiftCard,,,0,910
0002,2026-05-01,1,4,Sale,Normal,Normal,1001,佐藤一郎,,11:53:39,Cash,,,0,1120
0002,2026-05-01,2,5,Sale,Normal,Normal,1001,佐藤一郎,M1027,17:40:23,Cash,,,200,1240
0002,2026-05-01,1,6,Sale,Normal,Normal,1001,佐藤一郎,M1030,19:38:12,GiftCard,,,0,420
0002,2026-05-01,3,7,Sale,Normal,Normal,1001,佐藤一郎,,11:34:11,Cash,,,0,200
0002,2026-05-01,3,8,Sale,Normal,Normal,1001,佐藤一郎,M1018,09:56:08,Cash,,,100,1020
0002,2026-05-01,1,9,Sale,Normal,Normal,1001,佐藤一郎,,12:45:58,Credit,Credit,203073140353,0,480
0002,2026-05-01,3,10,Sale,Normal,Normal,1001,佐藤一郎,M1005,14:42:10,Credit,Credit,167387128989,100,240
0002,2026-05-01,3,11,Sale,Normal,Normal,1002,鈴木二郎,M1017,18:07:37,Credit,Credit,271820717605,0,210
0002,2026-05-01,1,12,Sale,Normal,Normal,1002,鈴木二郎,,17:23:34,Cash,,,0,1030
0002,2026-05-01,2,13,Sale,Normal,Normal,1002,鈴木二郎,M1021,11:20:19,GiftCard,,,0,410
0002,2026-05-01,2,14,Sale,Normal,Normal,1002,鈴木二郎,,19:53:12,Cash,,,0,200
0002,2026-05-01,3,15,Sale,Rekey,Normal,1002,鈴木二郎,,19:35:11,Cash,,,0,510
0002,2026-05-01,1,16,Sale,Normal,Normal,1002,鈴木二郎,M1002,09:26:00,Cash,,,0,540
0002,2026-05-01,1,17,Sale,Normal,Normal,1002,鈴木二郎,,14:23:06,Credit,EMoney,488651274687,0,750
0002,2026-05-01,2,18,Sale,Normal,Normal,1002,鈴木二郎,M1026,19:19:56,Credit,Credit,877719216105,0,860
0002,2026-05-01,2,19,Sale,Normal,Normal,1002,鈴木二郎,,15:34:54,Credit,UnionPay,575449133615,0,600
0002,2026-05-01,2,20,Sale,Normal,Normal,1002,鈴木二郎,,18:50:08,GiftCard,,,0,1160
0002,2026-05-01,1,21,Sale,Normal,Normal,1002,鈴木二郎,M1036,09:00:52,Cash,,,0,1020
0002,2026-05-01,1,22,Sale,Normal,Normal,1003,高橋三郎,,17:39:10,Cash,,,0,130
0002,2026-05-01,2,23,Sale,Normal,Normal,1003,高橋三郎,M1030,13:36:25,Credit,BarcodePay,798619969179,0,320
0002,2026-05-01,1,24,Sale,Rekey,Normal,1003,高橋三郎,,12:45:15,Cash,,,0,1160
0002,2026-05-01,3,25,Sale,Normal,Normal,1003,高橋三郎,M1029,16:54:28,Cash,,,100,1350
0002,2026-05-01,1,26,Sale,Normal,Normal,1003,高橋三郎,,20:49:24,Credit,EMoney,304658512128,0,480
0002,2026-05-01,3,27,Sale,Normal,Normal,1003,高橋三郎,M1006,09:17:16,Credit,EMoney,989559258459,200,690
0002,2026-05-01,3,28,Sale,Normal,Normal,1003,高橋三郎,,20:12:54,GiftCard,,,0,800
0002,2026-05-01,1,29,Sale,Normal,Normal,1003,高橋三郎,M1033,18:10:52,Cash,,,0,1780
0002,2026-05-01,2,30,Sale,Normal,Normal,1004,田中四郎,M1029,14:47:34,Cash,,,0,790
0002,2026-05-01,3,31,Sale,Normal,Normal,1004,田中四郎,M1012,19:29:19,Cash,,,0,550
0002,2026-05-01,1,32,Sale,Normal,Normal,1004,田中四郎,,11:23:03,Credit,UnionPay,982267897564,0,530
0002,2026-05-01,3,33,Sale,Normal,Normal,1004,田中四郎,,20:59:28,Cash,,,0,900
0002,2026-05-01,2,34,Return,Normal,Normal,1004,田中四郎,,18:47:12,GiftCard,,,0,170
0002,2026-05-01,1,35,Sale,Normal,Normal,1004,田中四郎,,10:08:59,Cash,,,0,570
0002,2026-05-01,2,36,Sale,Normal,Normal,1004,田中四郎,M1016,09:36:39,Cash,,,0,620
0002,2026-05-01,1,37,Sale,Normal,Normal,1004,田中四郎,M1028,19:54:30,Cash,,,100,530
0002,2026-05-01,3,38,Sale,Normal,Normal,1004,田中四郎,M1024,16:48:33,Cash,,,0,710
0002,2026-05-01,1,39,Sale,Normal,Normal,1004,田中四郎,M1026,18:45:25,Cash,,,100,880
0002,2026-05-01,2,40,Return,Normal,Normal,1004,田中四郎,M1021,20:08:05,Credit,Credit,505737364321,0,440
0002,2026-05-01,3,41,Sale,Normal,Normal,1005,渡辺五郎,M1028,20:31:11,Cash,,,100,950
0002,2026-05-01,3,42,Sale,Normal,Normal,1005,渡辺五郎,M1026,09:19:10,GiftCard,,,0,620
0002,2026-05-01,1,43,Sale,Normal,Normal,1005,渡辺五郎,,14:32:19,Cash,,,0,280
0002,2026-05-01,3,44,Sale,Normal,Normal,1005,渡辺五郎,,20:43:52,Cash,,,0,520
0002,2026-05-01,1,45,Sale,Normal,Normal,1005,渡辺五郎,M1036,09:43:55,Cash,,,0,750
0002,2026-05-01,1,46,Sale,Normal,Normal,1005,渡辺五郎,,17:23:04,Credit,Credit,691564122816,0,940
0002,2026-05-01,3,47,Sale,Normal,Normal,1005,渡辺五郎,,14:31:45,Cash,,,0,290
0001,2026-05-02,1,39,Sale,Normal,Normal,1001,佐藤一郎,M1037,11:55:07,Credit,Credit,627117767200,0,480
0001,2026-05-02,2,40,Sale,Normal,Normal,1001,佐藤一郎,M1008,12:19:05,Credit,Credit,531321414577,200,700
0001,2026-05-02,1,41,Sale,Normal,Normal,1001,佐藤一郎,,20:35:12,GiftCard,,,0,550
0001,2026-05-02,3,42,Sale,Normal,Normal,1001,佐藤一郎,M1033,19:22:29,Credit,UnionPay,742191414212,0,280
0001,2026-05-02,1,43,Sale,Normal,Normal,1001,佐藤一郎,,12:27:12,Cash,,,0,530
0001,2026-05-02,1,44,Sale,Normal,Normal,1001,佐藤一郎,,14:45:41,Credit,BarcodePay,971692824215,0,140
0001,2026-05-02,1,45,Sale,Normal,Normal,1001,佐藤一郎,M1008,13:07:55,GiftCard,,,0,350
0001,2026-05-02,3,46,Sale,Normal,Normal,1001,佐藤一郎,,17:38:46,GiftCard,,,0,210
0001,2026-05-02,1,47,Sale,Normal,Normal,1001,佐藤一郎,,20:25:46,GiftCard,,,0,1010
0001,2026-05-02,2,48,Sale,Normal,Normal,1001,佐藤一郎,M1031,14:54:08,Credit,UnionPay,418771304957,100,810
0001,2026-05-02,2,49,Sale,Normal,Normal,1002,鈴木二郎,M1026,11:06:52,Credit,Credit,654553274408,200,160
0001,2026-05-02,3,50,Sale,Normal,Normal,1002,鈴木二郎,M1008,11:44:45,Credit,UnionPay,718596749491,0,970
0001,2026-05-02,1,51,Sale,Normal,Normal,1002,鈴木二郎,M1011,10:55:45,Cash,,,0,360
0001,2026-05-02,3,52,Sale,Normal,Normal,1002,鈴木二郎,M1008,19:28:08,Credit,EMoney,529908717923,0,680
0001,2026-05-02,1,53,Sale,Normal,Normal,1002,鈴木二郎,,14:49:30,Cash,,,0,2040
0001,2026-05-02,3,54,Sale,Normal,Normal,1002,鈴木二郎,M1026,20:42:26,Credit,EMoney,323770826191,0,1570
0001,2026-05-02,2,55,Sale,Normal,Normal,1002,鈴木二郎,,17:19:39,Cash,,,0,160
0001,2026-05-02,3,56,Sale,Normal,Normal,1002,鈴木二郎,,20:21:18,Cash,,,0,980
0001,2026-05-02,1,57,Sale,Normal,Normal,1002,鈴木二郎,M1037,16:33:51,GiftCard,,,0,910
0001,2026-05-02,1,58,Sale,Normal,Normal,1003,高橋三郎,M1002,18:21:08,Credit,UnionPay,848755034919,200,810
0001,2026-05-02,2,59,Sale,Normal,Normal,1003,高橋三郎,,10:56:39,Credit,EMoney,954804532971,0,440
0001,2026-05-02,1,60,Sale,Normal,Normal,1003,高橋三郎,M1022,19:57:34,Credit,EMoney,140759729460,200,980
0001,2026-05-02,2,61,Sale,Normal,Normal,1003,高橋三郎,M1036,18:00:20,GiftCard,,,0,630
0001,2026-05-02,2,62,Sale,Normal,Normal,1003,高橋三郎,M1004,18:29:44,Cash,,,100,1020
0001,2026-05-02,3,63,Sale,Normal,Normal,1003,高橋三郎,,11:42:53,Credit,BarcodePay,383146016192,0,750
0001,2026-05-02,1,64,Sale,Normal,Normal,1003,高橋三郎,,18:16:52,Credit,UnionPay,169485527919,0,1400
0001,2026-05-02,3,65,Sale,Normal,Normal,1004,田中四郎,,12:00:24,Cash,,,0,780
0001,2026-05-02,2,66,Sale,Normal,Normal,1004,田中四郎,,09:44:37,GiftCard,,,0,1080
0001,2026-05-02,1,67,Sale,Normal,Normal,1004,田中四郎,M1007,15:39:25,Cash,,,100,850
0001,2026-05-02,1,68,Sale,Normal,Normal,1004,田中四郎,M1016,11:45:43,Cash,,,0,690
0001,2026-05-02,2,69,Sale,Normal,Normal,1004,田中四郎,M1013,14:10:59,Credit,EMoney,683809604728,200,460
0001,2026-05-02,1,70,Sale,Normal,Normal,1004,田中四郎,M1037,17:15:51,GiftCard,,,100,620
0001,2026-05-02,1,71,Sale,Normal,Normal,1004,田中四郎,,17:16:22,Credit,BarcodePay,787854437232,0,950
0001,2026-05-02,3,72,Sale,Normal,Normal,1004,田中四郎,M1004,09:09:55,GiftCard,,,0,1070
0001,2026-05-02,2,73,Sale,Normal,Normal,1005,渡辺五郎,M1035,14:06:28,Cash,,,0,450
0001,2026-05-02,2,74,Sale,Normal,Normal,1005,渡辺五郎,M1020,11:06:53,Credit,EMoney,596623488639,0,130
0001,2026-05-02,3,75,Sale,Normal,Normal,1005,渡辺五郎,,15:57:38,Credit,BarcodePay,845132974969,0,610
0001,2026-05-02,2,76,Sale,Normal,Normal,1005,渡辺五郎,M1029,17:12:03,Credit,EMoney,492051881822,200,740
0001,2026-05-02,1,77,Sale,Normal,Normal,1005,渡辺五郎,,12:46:37,GiftCard,,,0,350
0001,2026-05-02,2,78,Sale,Normal,Normal,1005,渡辺五郎,,13:37:17,Credit,EMoney,770999882030,0,800
0001,2026-05-02,3,79,Sale,Normal,Normal,1005,渡辺五郎,M1025,20:46:39,Cash,,,0,1010
0001,2026-05-02,3,80,Sale,Normal,Normal,1005,渡辺五郎,,18:16:19,GiftCard,,,0,240
0001,2026-05-02,3,81,Sale,Rekey,Normal,1005,渡辺五郎,M1036,11:05:52,Cash,,,0,170
0002,2026-05-02,3,48,Sale,Normal,Normal,1001,佐藤一郎,,16:25:27,Credit,Credit,971790833663,0,170
0002,2026-05-02,3,49,Sale,Normal,Normal,1001,佐藤一郎,M1003,10:10:40,Credit,UnionPay,140244969626,0,1010
0002,2026-05-02,2,50,Sale,Normal,Normal,1001,佐藤一郎,M1010,15:30:00,Cash,,,0,160
0002,2026-05-02,1,51,Return,Normal,Normal,1001,佐藤一郎,,20:32:08,GiftCard,,,0,640
0002,2026-05-02,3,52,Sale,Normal,Normal,1001,佐藤一郎,M1016,13:05:10,Cash,,,100,1000
0002,2026-05-02,1,53,Sale,Normal,Normal,1001,佐藤一郎,,19:34:51,Cash,,,0,370
0002,2026-05-02,1,54,Sale,Normal,Normal,1001,佐藤一郎,M1024,09:49:17,Cash,,,200,1110
0002,2026-05-02,3,55,Sale,Normal,Normal,1001,佐藤一郎,M1035,17:15:08,Cash,,,0,320
0002,2026-05-02,1,56,Sale,Normal,Normal,1001,佐藤一郎,,18:16:50,Cash,,,0,830
0002,2026-05-02,3,57,Sale,Normal,Normal,1001,佐藤一郎,M1023,15:54:17,GiftCard,,,0,590
0002,2026-05-02,3,58,Return,Normal,Normal,1002,鈴木二郎,,16:35:43,Credit,BarcodePay,819519816335,0,720
0002,2026-05-02,3,59,Sale,Normal,Normal,1002,鈴木二郎,,15:32:57,Cash,,,0,640
0002,2026-05-02,3,60,Sale,Normal,Normal,1002,鈴木二郎,,12:07:29,Cash,,,0,1080
0002,2026-05-02,1,61,Sale,Normal,Normal,1002,鈴木二郎,,10:20:44,Credit,Credit,377276196854,0,440
0002,2026-05-02,3,62,Sale,Normal,Normal,1002,鈴木二郎,,15:23:10,GiftCard,,,0,220
0002,2026-05-02,3,63,Sale,Normal,Normal,1002,鈴木二郎,M1019,14:29:21,Cash,,,100,1100
0002,2026-05-02,2,64,Sale,Normal,Normal,1002,鈴木二郎,M1032,09:49:14,Cash,,,0,240
0002,2026-05-02,2,65,Sale,Normal,Normal,1003,高橋三郎,,19:56:56,GiftCard,,,0,1210
0002,2026-05-02,3,66,Sale,Normal,Normal,1003,高橋三郎,,10:55:14,Credit,EMoney,336621203531,0,1120
0002,2026-05-02,2,67,Sale,Normal,Normal,1003,高橋三郎,M1029,11:36:36,Cash,,,0,280
0002,2026-05-02,2,68,Sale,Normal,Normal,1003,高橋三郎,,09:29:19,Cash,,,0,160
0002,2026-05-02,1,69,Sale,Normal,Normal,1003,高橋三郎,,12:57:27,Cash,,,0,560
0002,2026-05-02,1,70,Sale,Normal,Normal,1003,高橋三郎,,10:06:12,Credit,Credit,524685890971,0,410
0002,2026-05-02,3,71,Sale,Normal,Normal,1003,高橋三郎,M1030,16:45:26,GiftCard,,,100,1450
0002,2026-05-02,3,72,Sale,Normal,Normal,1004,田中四郎,M1036,19:00:21,Cash,,,0,1100
0002,2026-05-02,1,73,Sale,Normal,Normal,1004,田中四郎,M1038,16:28:40,Cash,,,0,350
0002,2026-05-02,3,74,Sale,Normal,Normal,1004,田中四郎,,10:24:25,Credit,EMoney,788269193622,0,900
0002,2026-05-02,2,75,Sale,Normal,Normal,1004,田中四郎,,13:42:40,Credit,EMoney,870557199347,0,990
0002,2026-05-02,3,76,Sale,Normal,Normal,1004,田中四郎,M1030,11:52:52,Credit,Credit,726239687423,0,850
0002,2026-05-02,1,77,Sale,Normal,Normal,1004,田中四郎,,17:27:39,GiftCard,,,0,910
0002,2026-05-02,1,78,Sale,Normal,Normal,1004,田中四郎,M1034,12:11:22,Cash,,,0,250
0002,2026-05-02,3,79,Sale,Normal,Normal,1004,田中四郎,,10:17:32,Cash,,,0,520
0002,2026-05-02,2,80,Sale,Normal,Normal,1004,田中四郎,M1004,17:18:26,Cash,,,200,590
0002,2026-05-02,1,81,Sale,Normal,Normal,1005,渡辺五郎,,20:45:40,Cash,,,0,1110
0002,2026-05-02,3,82,Sale,Normal,Normal,1005,渡辺五郎,M1031,12:55:29,Credit,UnionPay,120829707007,200,500
0002,2026-05-02,3,83,Sale,Normal,Normal,1005,渡辺五郎,M1003,15:52:22,Cash,,,200,370
0002,2026-05-02,3,84,Sale,Normal,Normal,1005,渡辺五郎,M1030,09:00:04,Cash,,,200,1110
0002,2026-05-02,2,85,Sale,Normal,Normal,1005,渡辺五郎,,18:33:42,Credit,Credit,725074187847,0,240
0002,2026-05-02,2,86,Sale,Normal,Normal,1005,渡辺五郎,M1035,18:21:13,Cash,,,0,200
0002,2026-05-02,2,87,Sale,Normal,Normal,1005,渡辺五郎,M1019,18:26:48,Credit,Credit,722123593845,200,370
0002,2026-05-02,2,88,Sale,Normal,Normal,1005,渡辺五郎,,18:22:41,Credit,Credit,107241824469,0,1000
0002,2026-05-02,1,89,Sale,Normal,Normal,1005,渡辺五郎,,11:36:59,Cash,,,0,560
0001,2026-05-03,3,82,Sale,Normal,Normal,1001,佐藤一郎,M1038,11:02:59,Credit,EMoney,456837003591,200,360
0001,2026-05-03,1,83,Sale,Normal,Normal,1001,佐藤一郎,M1001,14:35:49,Cash,,,0,1050
0001,2026-05-03,3,84,Sale,Normal,Normal,1001,佐藤一郎,M1033,17:15:14,Cash,,,100,630
0001,2026-05-03,2,85,Sale,Normal,Normal,1001,佐藤一郎,M1037,09:09:03,Cash,,,200,810
0001,2026-05-03,1,86,Sale,Normal,Normal,1001,佐藤一郎,,13:46:12,GiftCard,,,0,480
0001,2026-05-03,3,87,Sale,Normal,Normal,1001,佐藤一郎,M1006,13:26:23,Credit,BarcodePay,635024431167,0,150
0001,2026-05-03,2,88,Sale,Normal,Normal,1001,佐藤一郎,,12:36:16,Cash,,,0,1190
0001,2026-05-03,2,89,Sale,Normal,Normal,1002,鈴木二郎,,15:29:53,Credit,Credit,655830524909,0,150
0001,2026-05-03,2,90,Sale,Normal,Normal,1002,鈴木二郎,,09:58:32,Cash,,,0,150
0001,2026-05-03,1,91,Sale,Normal,Normal,1002,鈴木二郎,M1002,13:44:53,Cash,,,0,800
0001,2026-05-03,3,92,Sale,Normal,Normal,1002,鈴木二郎,M1011,09:45:34,Cash,,,0,550
0001,2026-05-03,2,93,Sale,Normal,Normal,1002,鈴木二郎,,18:17:31,Cash,,,0,540
0001,2026-05-03,2,94,Sale,Normal,Normal,1002,鈴木二郎,M1003,11:13:14,GiftCard,,,0,1490
0001,2026-05-03,3,95,Sale,Rekey,Normal,1002,鈴木二郎,,17:54:11,Cash,,,0,1740
0001,2026-05-03,2,96,Sale,Normal,Normal,1002,鈴木二郎,,11:37:57,Cash,,,0,900
0001,2026-05-03,1,97,Sale,Normal,Normal,1003,高橋三郎,,10:46:21,Credit,BarcodePay,323732656780,0,160
0001,2026-05-03,2,98,Sale,Normal,Normal,1003,高橋三郎,M1001,20:33:53,Cash,,,0,1140
0001,2026-05-03,1,99,Sale,Normal,Normal,1003,高橋三郎,,10:26:29,Credit,BarcodePay,683695104544,0,250
0001,2026-05-03,1,100,Sale,Normal,Normal,1003,高橋三郎,,17:49:19,Credit,Credit,773477065790,0,160
0001,2026-05-03,2,101,Return,Normal,Normal,1003,高橋三郎,M1012,15:53:00,GiftCard,,,0,280
0001,2026-05-03,1,102,Sale,Normal,Normal,1003,高橋三郎,,19:31:32,Cash,,,0,910
0001,2026-05-03,2,103,Sale,Normal,Normal,1003,高橋三郎,M1007,12:30:49,Cash,,,200,150
0001,2026-05-03,1,104,Sale,Normal,Normal,1004,田中四郎,,12:59:04,Cash,,,0,500
0001,2026-05-03,1,105,Sale,Normal,Normal,1004,田中四郎,M1002,12:26:58,Cash,,,200,560
0001,2026-05-03,3,106,Sale,Normal,Normal,1004,田中四郎,,12:57:35,GiftCard,,,0,360
0001,2026-05-03,1,107,Sale,Normal,Normal,1004,田中四郎,M1024,17:04:18,Cash,,,0,710
0001,2026-05-03,3,108,Return,Normal,Normal,1004,田中四郎,,11:50:59,Credit,BarcodePay,963102736252,0,1210
0001,2026-05-03,1,109,Sale,Normal,Normal,1004,田中四郎,,13:01:14,Cash,,,0,150
0001,2026-05-03,2,110,Sale,Normal,Normal,1004,田中四郎,,17:58:08,Cash,,,0,1250
0001,2026-05-03,1,111,Sale,Normal,Normal,1004,田中四郎,M1001,16:13:52,GiftCard,,,0,880
0001,2026-05-03,2,112,Sale,Normal,Normal,1004,田中四郎,,12:15:57,Cash,,,0,380
0001,2026-05-03,1,113,Sale,Normal,Normal,1004,田中四郎,M1020,12:15:28,Cash,,,0,460
0001,2026-05-03,1,114,Sale,Normal,Normal,1004,田中四郎,M1026,11:53:28,Cash,,,0,600
0001,2026-05-03,1,115,Sale,Normal,Normal,1005,渡辺五郎,,09:41:26,GiftCard,,,0,250
0001,2026-05-03,1,116,Sale,Normal,Normal,1005,渡辺五郎,M1021,11:43:37,Credit,BarcodePay,427470061763,0,1250
0001,2026-05-03,3,117,Sale,Normal,Normal,1005,渡辺五郎,,14:31:50,Credit,UnionPay,949467004557,0,420
0001,2026-05-03,3,118,Sale,Normal,Normal,1005,渡辺五郎,,11:38:16,Credit,BarcodePay,135589014986,0,150
0001,2026-05-03,1,119,Sale,Normal,Normal,1005,渡辺五郎,M1029,10:03:51,Cash,,,0,840
0001,2026-05-03,1,120,Sale,Normal,Normal,1005,渡辺五郎,,10:34:39,GiftCard,,,0,540
0001,2026-05-03,3,121,Sale,Normal,Normal,1005,渡辺五郎,M1025,11:35:39,Cash,,,0,520
0001,2026-05-03,1,122,Sale,Normal,Normal,1005,渡辺五郎,M1020,09:56:41,GiftCard,,,100,240
0001,2026-05-03,1,123,Sale,Normal,Normal,1005,渡辺五郎,M1002,11:34:28,Cash,,,200,1590
0002,2026-05-03,2,90,Sale,Normal,Normal,1001,佐藤一郎,M1015,14:06:30,Cash,,,0,870
0002,2026-05-03,3,91,Sale,Normal,Normal,1001,佐藤一郎,,16:38:55,Cash,,,0,560
0002,2026-05-03,3,92,Sale,Normal,Normal,1001,佐藤一郎,,20:43:40,Cash,,,0,1220
0002,2026-05-03,1,93,Sale,Normal,Normal,1001,佐藤一郎,M1021,20:17:47,Cash,,,0,430
0002,2026-05-03,2,94,Sale,Normal,Normal,1001,佐藤一郎,M1025,20:28:17,Cash,,,0,240
0002,2026-05-03,2,95,Sale,Normal,Normal,1001,佐藤一郎,M1009,19:11:58,Cash,,,200,1160
0002,2026-05-03,2,96,Sale,Normal,Normal,1001,佐藤一郎,M1032,15:36:54,Cash,,,0,440
0002,2026-05-03,3,97,Sale,Rekey,Normal,1002,鈴木二郎,,14:56:25,GiftCard,,,0,400
0002,2026-05-03,1,98,Sale,Normal,Normal,1002,鈴木二郎,M1006,16:58:19,Credit,Credit,470450268544,0,160
0002,2026-05-03,2,99,Sale,Normal,Normal,1002,鈴木二郎,,12:16:53,Cash,,,0,1250
0002,2026-05-03,1,100,Sale,Normal,Normal,1002,鈴木二郎,,15:26:45,Cash,,,0,1100
0002,2026-05-03,3,101,Sale,Normal,Normal,1002,鈴木二郎,,14:08:55,Cash,,,0,580
0002,2026-05-03,3,102,Sale,Normal,Normal,1002,鈴木二郎,,12:34:20,GiftCard,,,0,210
0002,2026-05-03,1,103,Sale,Normal,Normal,1002,鈴木二郎,M1029,16:33:49,Cash,,,0,370
0002,2026-05-03,2,104,Sale,Normal,Normal,1002,鈴木二郎,,13:19:21,Credit,EMoney,667936836275,0,500
0002,2026-05-03,1,105,Return,Normal,Normal,1002,鈴木二郎,M1011,12:49:23,GiftCard,,,0,220
0002,2026-05-03,3,106,Sale,Normal,Normal,1003,高橋三郎,M1011,12:06:22,GiftCard,,,0,780
0002,2026-05-03,3,107,Sale,Normal,Normal,1003,高橋三郎,M1010,17:19:15,Cash,,,0,440
0002,2026-05-03,2,108,Sale,Normal,Normal,1003,高橋三郎,M1039,18:05:22,Cash,,,0,840
0002,2026-05-03,2,109,Sale,Normal,Normal,1003,高橋三郎,M1019,10:11:33,GiftCard,,,0,380
0002,2026-05-03,1,110,Return,Normal,Normal,1003,高橋三郎,,20:56:41,Cash,,,0,560
0002,2026-05-03,2,111,Sale,Normal,Normal,1003,高橋三郎,,10:10:00,Cash,,,0,700
0002,2026-05-03,3,112,Sale,Normal,Normal,1003,高橋三郎,M1005,20:49:16,GiftCard,,,0,320
0002,2026-05-03,2,113,Sale,Normal,Normal,1003,高橋三郎,,12:06:20,Credit,UnionPay,208045125071,0,1150
0002,2026-05-03,3,114,Sale,Normal,Normal,1003,高橋三郎,,10:18:15,Cash,,,0,130
0002,2026-05-03,2,115,Sale,Normal,Normal,1003,高橋三郎,,19:57:28,Credit,Credit,230155501807,0,920
