VisitId,CustomerName,Address,Latitude,Longitude,Category,ServiceMinutes,WindowStart,WindowEnd,WindowStrict,Priority,AppointmentRequired,WorkType,BuildingGroupId,AccessNote,HazardNote,ContactPhone
V017,藤井邸,山梨県甲府市朝日3-4-7,35.6656,138.5644,一般,2,,,,中,false,故障,,,,
V018,岡田邸,山梨県甲府市朝日3-4-8,35.6656,138.5648,一般,2,,,,低,false,故障,,,,
V019,清水邸,山梨県甲府市朝日3-4-9,35.6656,138.5652,一般,2,,,,中,false,定期,,,,
V020,近藤邸,山梨県甲府市朝日3-4-10,35.6656,138.5656,一般,2,,,,中,false,定期,,,,
V021,山口邸,山梨県甲府市朝日3-4-11,35.6656,138.5660,一般,2,,,,中,false,故障,,,,
V022,山本邸,山梨県甲府市朝日3-4-12,35.6656,138.5664,一般,2,,,,中,false,検針,,,,
V023,遠藤邸,山梨県甲府市朝日3-4-13,35.6660,138.5644,一般,2,13:00,17:00,希望,中,false,故障,,,,
V024,斎藤邸,山梨県甲府市宝4-9-1,35.6704,138.5679,一般,2,,,,中,false,検針,,,犬注意,
V025,高橋邸,山梨県甲府市宝4-9-2,35.6704,138.5683,一般,2,,,,中,false,定期,,,,
V026,林邸,山梨県甲府市宝4-9-3,35.6704,138.5687,一般,2,,,,低,false,故障,,,,
V027,橋本邸,山梨県甲府市宝4-9-4,35.6704,138.5691,一般,2,,,,中,false,故障,,,,
V028,池田邸,山梨県甲府市宝4-9-5,35.6704,138.5695,一般,2,,,,高,false,検針,,,,
V029,石井邸,山梨県甲府市宝4-9-6,35.6704,138.5699,一般,2,,,,低,false,検針,,,,
V030,西村邸,山梨県甲府市宝4-9-7,35.6708,138.5679,一般,2,,,,低,false,検針,,,,
V031,石川邸,山梨県甲府市宝4-9-8,35.6708,138.5683,一般,2,,,,高,false,検針,,,,
V032,木村邸,山梨県甲府市宝4-9-9,35.6708,138.5687,一般,2,14:00,16:00,希望,高,false,定期,,,,
V033,伊藤邸,山梨県甲府市宝4-9-10,35.6708,138.5691,一般,2,,,,中,false,検針,,,,
V034,小林邸,山梨県甲府市宝4-9-11,35.6708,138.5695,一般,2,,,,中,true,検針,,,犬注意,055-181-5786
V035,井上邸,山梨県甲府市宝4-9-12,35.6708,138.5699,一般,2,,,,低,false,検針,,,,
V036,松本邸,山梨県甲府市丸の内3-5-1,35.6689,138.5658,一般,2,09:00,12:00,厳守,高,false,検針,,,,
V037,山田邸,山梨県甲府市丸の内3-5-2,35.6689,138.5662,一般,2,,,,中,false,検針,,,,
V038,佐々木邸,山梨県甲府市丸の内3-5-3,35.6689,138.5666,一般,2,,,,低,false,検針,,,犬注意,
V039,前田邸,山梨県甲府市丸の内3-5-4,35.6689,138.5670,一般,2,,,,高,false,検針,,,,
V040,藤田邸,山梨県甲府市丸の内3-5-5,35.6689,138.5674,一般,2,,,,低,false,検針,,,犬注意,
V041,太田邸,山梨県甲府市丸の内3-5-6,35.6689,138.5678,一般,2,,,,高,false,検針,,,,
V042,加藤邸,山梨県甲府市丸の内3-5-7,35.6693,138.5658,一般,2,,,,中,false,故障,,,,
V043,青木邸,山梨県甲府市丸の内3-5-8,35.6693,138.5662,一般,2,,,,中,false,検針,,,,
V044,後藤邸,山梨県甲府市丸の内3-5-9,35.6693,138.5666,一般,2,,,,中,false,故障,,,,
V045,佐藤邸,山梨県甲府市丸の内3-5-10,35.6693,138.5670,一般,2,09:00,12:00,希望,高,false,定期,,,,
V046,渡辺邸,山梨県甲府市丸の内3-5-11,35.6693,138.5674,一般,2,,,,中,false,定期,,,,
V047,坂本邸,山梨県甲府市丸の内3-5-12,35.6693,138.5678,一般,2,,,,中,false,検針,,,,
V048,鈴木邸,山梨県甲府市太田町5-3-1,35.6637,138.5680,一般,2,,,,低,false,検針,,,,
V049,斉藤邸,山梨県甲府市太田町5-3-2,35.6637,138.5684,一般,2,,,,中,true,定期,,,,055-130-2539
V050,長谷川邸,山梨県甲府市太田町5-3-3,35.6637,138.5688,一般,2,,,,中,true,検針,,,,055-133-5922
V051,中村邸,山梨県甲府市太田町5-3-4,35.6637,138.5692,一般,2,13:00,17:00,希望,中,false,検針,,,,
V052,福田邸,山梨県甲府市太田町5-3-5,35.6637,138.5696,一般,2,,,,低,false,検針,,,犬注意,
V053,田中邸,山梨県甲府市太田町5-3-6,35.6637,138.5700,一般,2,,,,低,false,検針,,,,
V054,吉田邸,山梨県甲府市太田町5-3-7,35.6641,138.5680,一般,2,,,,低,false,検針,,,,
V055,森邸,山梨県甲府市太田町5-3-8,35.6641,138.5684,一般,2,,,,中,false,検針,,,,
V056,村上邸,山梨県甲府市太田町5-3-9,35.6641,138.5688,一般,2,,,,中,false,検針,,,,
V057,藤井邸,山梨県甲府市太田町5-3-10,35.6641,138.5692,一般,2,,,,高,false,検針,,,,
V058,岡田邸,山梨県甲府市宝4-9-1,35.6620,138.5715,一般,2,,,,低,false,検針,,,,
V059,清水邸,山梨県甲府市宝4-9-2,35.6620,138.5719,一般,2,09:00,12:00,希望,中,false,定期,,,,
V060,近藤邸,山梨県甲府市宝4-9-3,35.6620,138.5723,一般,2,,,,中,false,定期,,,,
V061,山口邸,山梨県甲府市宝4-9-4,35.6620,138.5727,一般,2,,,,低,false,検針,,,,
V062,山本邸,山梨県甲府市宝4-9-5,35.6620,138.5731,一般,2,,,,中,false,検針,,,,
V063,遠藤邸,山梨県甲府市宝4-9-6,35.6620,138.5735,一般,2,,,,低,false,検針,,,,
V064,斎藤邸,山梨県甲府市宝4-9-7,35.6624,138.5715,一般,2,,,,高,false,検針,,,,
V065,高橋邸,山梨県甲府市宝4-9-8,35.6624,138.5719,一般,2,,,,中,false,定期,,,犬注意,
V066,林邸,山梨県甲府市宝4-9-9,35.6624,138.5723,一般,2,,,,中,false,故障,,,,
V067,橋本邸,山梨県甲府市宝4-9-10,35.6624,138.5727,一般,2,14:00,16:00,希望,中,false,故障,,,,
V068,池田邸,山梨県甲府市緑が丘6-5-1,35.6643,138.5765,一般,2,,,,中,false,検針,,,,
V069,石井邸,山梨県甲府市緑が丘6-5-2,35.6643,138.5769,一般,2,,,,中,false,定期,,,,
V070,西村邸,山梨県甲府市緑が丘6-5-3,35.6643,138.5773,一般,2,,,,低,false,故障,,,,
V071,石川邸,山梨県甲府市緑が丘6-5-4,35.6643,138.5777,一般,2,,,,低,false,検針,,,,
V072,木村邸,山梨県甲府市緑が丘6-5-5,35.6643,138.5781,一般,2,,,,低,false,故障,,,,
V073,伊藤邸,山梨県甲府市緑が丘6-5-6,35.6643,138.5785,一般,2,,,,中,false,検針,,,,
V074,小林邸,山梨県甲府市緑が丘6-5-7,35.6647,138.5765,一般,2,,,,高,false,定期,,,,
V075,井上邸,山梨県甲府市緑が丘6-5-8,35.6647,138.5769,一般,2,,,,中,false,検針,,,,
V076,松本邸,山梨県甲府市緑が丘6-5-9,35.6647,138.5773,一般,2,09:00,12:00,厳守,低,false,検針,,,,
V077,山田邸,山梨県甲府市緑が丘6-5-10,35.6647,138.5777,一般,2,13:00,17:00,希望,中,false,検針,,,,
V078,佐々木邸,山梨県甲府市緑が丘6-5-11,35.6647,138.5781,一般,2,,,,中,false,検針,,,,
V079,前田邸,山梨県甲府市緑が丘6-5-12,35.6647,138.5785,一般,2,,,,低,false,検針,,,,
V080,藤田邸,山梨県甲府市宝4-2-1,35.6629,138.5668,一般,2,,,,中,false,定期,,,,
V081,太田邸,山梨県甲府市宝4-2-2,35.6629,138.5672,一般,2,,,,中,false,定期,,,犬注意,
V082,加藤邸,山梨県甲府市宝4-2-3,35.6629,138.5676,一般,2,,,,低,false,検針,,,,
V083,青木邸,山梨県甲府市宝4-2-4,35.6629,138.5680,一般,2,,,,低,false,定期,,,,
V084,後藤邸,山梨県甲府市宝4-2-5,35.6629,138.5684,一般,2,,,,中,false,検針,,,,
V085,佐藤邸,山梨県甲府市宝4-2-6,35.6629,138.5688,一般,2,,,,高,false,定期,,,,
V086,渡辺邸,山梨県甲府市宝4-2-7,35.6633,138.5668,一般,2,,,,中,false,検針,,,犬注意,
V087,坂本邸,山梨県甲府市宝4-2-8,35.6633,138.5672,一般,2,,,,中,false,検針,,,,
V088,鈴木邸,山梨県甲府市宝4-2-9,35.6633,138.5676,一般,2,,,,中,false,検針,,,,
V089,斉藤邸,山梨県甲府市宝4-2-10,35.6633,138.5680,一般,2,,,,中,false,検針,,,,
V090,長谷川邸,山梨県甲府市北口2-9-1,35.6610,138.5678,一般,2,09:00,12:00,希望,中,false,故障,,,犬注意,
V091,中村邸,山梨県甲府市北口2-9-2,35.6610,138.5682,一般,2,,,,中,false,故障,,,犬注意,
V092,福田邸,山梨県甲府市北口2-9-3,35.6610,138.5686,一般,2,,,,中,false,定期,,,,
V093,田中邸,山梨県甲府市北口2-9-4,35.6610,138.5690,一般,2,,,,中,false,検針,,,,
V094,吉田邸,山梨県甲府市北口2-9-5,35.6610,138.5694,一般,2,,,,低,false,検針,,,,
V095,森邸,山梨県甲府市北口2-9-6,35.6610,138.5698,一般,2,,,,高,false,定期,,,,
V096,村上邸,山梨県甲府市北口2-9-7,35.6614,138.5678,一般,2,14:00,16:00,厳守,中,false,定期,,,,
V097,藤井邸,山梨県甲府市北口2-9-8,35.6614,138.5682,一般,2,,,,中,false,定期,,,,
V098,岡田邸,山梨県甲府市北口2-9-9,35.6614,138.5686,一般,2,,,,高,false,定期,,,,
V099,清水邸,山梨県甲府市北口2-9-10,35.6614,138.5690,一般,2,13:00,17:00,希望,中,false,検針,,,,
V100,近藤邸,山梨県甲府市北口2-9-11,35.6614,138.5694,一般,2,,,,高,false,故障,,,,
V101,メゾン武田 101,山梨県甲府市武田2-2-9,35.6710,138.5787,一般,2,,,,低,false,定期,B-APT-01,1階／オートロック・管理人室で開錠,,
V102,メゾン武田 102,山梨県甲府市武田2-2-9,35.6710,138.5787,一般,2,,,,中,false,定期,B-APT-01,1階／オートロック・管理人室で開錠,,
V103,メゾン武田 201,山梨県甲府市武田2-2-9,35.6710,138.5787,一般,2,,,,低,false,検針,B-APT-01,2階／オートロック・管理人室で開錠,,
V104,メゾン武田 202,山梨県甲府市武田2-2-9,35.6710,138.5787,一般,2,,,,中,false,検針,B-APT-01,2階／オートロック・管理人室で開錠,,
V105,メゾン武田 301,山梨県甲府市武田2-2-9,35.6710,138.5787,一般,2,,,,中,false,検針,B-APT-01,3階／オートロック・管理人室で開錠,,
V106,メゾン武田 302,山梨県甲府市武田2-2-9,35.6710,138.5787,一般,2,,,,中,false,定期,B-APT-01,3階／オートロック・管理人室で開錠,,
V107,メゾン武田 401,山梨県甲府市武田2-2-9,35.6710,138.5787,一般,2,,,,低,false,検針,B-APT-01,4階／オートロック・管理人室で開錠,,
V108,メゾン武田 402,山梨県甲府市武田2-2-9,35.6710,138.5787,一般,2,,,,中,false,検針,B-APT-01,4階／オートロック・管理人室で開錠,,
V109,甲府ハイツ 101,山梨県甲府市中央3-1-29,35.6636,138.5754,一般,2,,,,高,false,検針,B-APT-02,1階／メーターは共用廊下,,
V110,甲府ハイツ 102,山梨県甲府市中央3-1-29,35.6636,138.5754,一般,2,,,,中,false,検針,B-APT-02,1階／メーターは共用廊下,,
V111,甲府ハイツ 201,山梨県甲府市中央3-1-29,35.6636,138.5754,一般,2,,,,中,false,検針,B-APT-02,2階／メーターは共用廊下,,
V112,甲府ハイツ 202,山梨県甲府市中央3-1-29,35.6636,138.5754,一般,2,,,,中,false,定期,B-APT-02,2階／メーターは共用廊下,,
V113,甲府ハイツ 301,山梨県甲府市中央3-1-29,35.6636,138.5754,一般,2,,,,低,false,定期,B-APT-02,3階／メーターは共用廊下,,
V114,甲府ハイツ 302,山梨県甲府市中央3-1-29,35.6636,138.5754,一般,2,,,,中,false,検針,B-APT-02,3階／メーターは共用廊下,,
V115,中央ビル管理室,山梨県甲府市朝日4-4-21,35.6602,138.5680,業務,28,,,,高,true,交換,,入館証必要,,055-391-1051
V116,北口テナント受変電,山梨県甲府市宝2-3-28,35.6626,138.5656,業務,28,13:00,15:00,希望,高,true,交換,,入館証必要,,055-387-1341
V117,朝日商会,山梨県甲府市朝日6-4-19,35.6692,138.5751,業務,28,09:30,11:00,厳守,高,true,故障,,入館証必要,,055-327-5656
V118,城東スーパー設備室,山梨県甲府市武田5-6-18,35.6669,138.5748,業務,28,09:30,11:00,厳守,高,true,定期,,立会い必要,,055-396-5324
