VisitId,CustomerName,Address,Latitude,Longitude,Category,ServiceMinutes,WindowStart,WindowEnd,WindowStrict,Priority,AppointmentRequired,WorkType,BuildingGroupId,AccessNote,HazardNote,ContactPhone
V041,加藤邸,山梨県甲府市武田2-5-4,35.6704,138.5683,一般,2,,,,中,false,検針,,,,
V042,田中邸,山梨県甲府市武田2-5-5,35.6704,138.5687,一般,2,,,,中,false,検針,,,,
V043,吉田邸,山梨県甲府市武田2-5-6,35.6704,138.5691,一般,2,,,,中,false,定期,,,,
V044,藤井邸,山梨県甲府市武田2-5-7,35.6708,138.5671,一般,2,,,,中,false,故障,,,,
V045,藤田邸,山梨県甲府市武田2-5-8,35.6708,138.5675,一般,2,,,,低,true,定期,,,,055-115-1058
V046,前田邸,山梨県甲府市武田2-5-9,35.6708,138.5679,一般,2,,,,中,false,故障,,,,
V047,近藤邸,山梨県甲府市朝日1-2-1,35.6658,138.5702,一般,2,,,,高,false,検針,,,,
V048,山田邸,山梨県甲府市朝日1-2-2,35.6658,138.5706,一般,2,,,,中,false,定期,,,犬注意,
V049,渡辺邸,山梨県甲府市朝日1-2-3,35.6658,138.5710,一般,2,,,,高,false,故障,,,,
V050,斉藤邸,山梨県甲府市朝日1-2-4,35.6658,138.5714,一般,2,,,,中,false,検針,,,,
V051,池田邸,山梨県甲府市朝日1-2-5,35.6658,138.5718,一般,2,,,,中,false,検針,,,,
V052,長谷川邸,山梨県甲府市朝日1-2-6,35.6658,138.5722,一般,2,,,,中,false,定期,,,,
V053,石川邸,山梨県甲府市朝日1-2-7,35.6662,138.5702,一般,2,,,,中,false,故障,,,,
V054,清水邸,山梨県甲府市朝日1-2-8,35.6662,138.5706,一般,2,,,,中,false,検針,,,,
V055,佐々木邸,山梨県甲府市朝日1-2-9,35.6662,138.5710,一般,2,,,,中,false,検針,,,,
V056,遠藤邸,山梨県甲府市朝日1-2-10,35.6662,138.5714,一般,2,,,,低,false,定期,,,,
V057,青木邸,山梨県甲府市北口2-5-1,35.6705,138.5658,一般,2,,,,中,false,故障,,,,
V058,後藤邸,山梨県甲府市北口2-5-2,35.6705,138.5662,一般,2,,,,高,false,検針,,,,
V059,山口邸,山梨県甲府市北口2-5-3,35.6705,138.5666,一般,2,,,,高,true,検針,,,,055-156-8066
V060,橋本邸,山梨県甲府市北口2-5-4,35.6705,138.5670,一般,2,,,,中,false,検針,,,,
V061,森邸,山梨県甲府市北口2-5-5,35.6705,138.5674,一般,2,,,,低,false,定期,,,,
V062,石井邸,山梨県甲府市北口2-5-6,35.6705,138.5678,一般,2,,,,低,false,故障,,,,
V063,西村邸,山梨県甲府市北口2-5-7,35.6709,138.5658,一般,2,,,,中,false,故障,,,,
V064,村上邸,山梨県甲府市北口2-5-8,35.6709,138.5662,一般,2,,,,低,false,定期,,,犬注意,
V065,斎藤邸,山梨県甲府市太田町5-8-1,35.6648,138.5704,一般,2,,,,高,false,定期,,,,
V066,木村邸,山梨県甲府市太田町5-8-2,35.6648,138.5708,一般,2,,,,中,false,検針,,,,
V067,太田邸,山梨県甲府市太田町5-8-3,35.6648,138.5712,一般,2,,,,低,true,検針,,,,055-168-7790
V068,坂本邸,山梨県甲府市太田町5-8-4,35.6648,138.5716,一般,2,,,,低,false,故障,,,,
V069,高橋邸,山梨県甲府市太田町5-8-5,35.6648,138.5720,一般,2,,,,中,false,故障,,,,
V070,佐藤邸,山梨県甲府市太田町5-8-6,35.6648,138.5724,一般,2,,,,低,false,検針,,,,
V071,福田邸,山梨県甲府市太田町5-8-7,35.6652,138.5704,一般,2,,,,中,false,故障,,,,
V072,岡田邸,山梨県甲府市太田町5-8-8,35.6652,138.5708,一般,2,,,,低,false,故障,,,,
V073,伊藤邸,山梨県甲府市太田町5-8-9,35.6652,138.5712,一般,2,,,,低,false,故障,,,,
V074,山本邸,山梨県甲府市太田町5-8-10,35.6652,138.5716,一般,2,,,,高,false,故障,,,,
V075,サンハイム甲府 101,山梨県甲府市武田3-9-3,35.6686,138.5683,一般,2,,,,中,false,定期,B-APT-01,1階／オートロック・管理人室で開錠,,
V076,サンハイム甲府 102,山梨県甲府市武田3-9-3,35.6686,138.5683,一般,2,,,,高,false,検針,B-APT-01,1階／オートロック・管理人室で開錠,,
V077,サンハイム甲府 201,山梨県甲府市武田3-9-3,35.6686,138.5683,一般,2,,,,高,false,検針,B-APT-01,2階／オートロック・管理人室で開錠,,
V078,サンハイム甲府 202,山梨県甲府市武田3-9-3,35.6686,138.5683,一般,2,,,,高,false,検針,B-APT-01,2階／オートロック・管理人室で開錠,,
V079,甲府ハイツ 101,山梨県甲府市朝日5-7-16,35.6709,138.5732,一般,2,,,,高,false,定期,B-APT-02,1階／メーターは共用廊下,,
V080,甲府ハイツ 102,山梨県甲府市朝日5-7-16,35.6709,138.5732,一般,2,,,,中,false,検針,B-APT-02,1階／メーターは共用廊下,,
V081,甲府ハイツ 103,山梨県甲府市朝日5-7-16,35.6709,138.5732,一般,2,,,,高,false,検針,B-APT-02,1階／メーターは共用廊下,,
V082,甲府ハイツ 201,山梨県甲府市朝日5-7-16,35.6709,138.5732,一般,2,13:00,17:00,希望,高,false,定期,B-APT-02,2階／メーターは共用廊下,,
V083,甲府ハイツ 202,山梨県甲府市朝日5-7-16,35.6709,138.5732,一般,2,,,,高,false,検針,B-APT-02,2階／メーターは共用廊下,,
V084,甲府ハイツ 203,山梨県甲府市朝日5-7-16,35.6709,138.5732,一般,2,,,,中,false,検針,B-APT-02,2階／メーターは共用廊下,,
V085,中央ビル管理室,山梨県甲府市丸の内4-3-2,35.6671,138.5743,業務,20,14:00,16:00,厳守,高,true,故障,,入館証必要,,055-337-8449
V086,北口テナント受変電,山梨県甲府市北口1-8-1,35.6639,138.5757,業務,20,14:00,16:00,厳守,高,true,交換,,立会い必要,,055-354-4673
