StoreCode,SalesDate,PosNo,SalesNo,TransactionType,ProcessType,RegisterType,CashierCode,CashierName,MemberCode,SystemTime,TenderType,SettlementType,AccountNumber,PointsUsed,TotalAmount
0001,2026-05-01,1,23,Sale,Normal,Normal,1003,高橋三郎,,19:57:24,Cash,,,0,730
0001,2026-05-01,3,24,Sale,Normal,Normal,1003,高橋三郎,,10:12:24,Cash,,,0,630
0001,2026-05-01,2,25,Sale,Normal,Normal,1003,高橋三郎,,19:42:51,GiftCard,,,0,820
0001,2026-05-01,1,26,Sale,Normal,Normal,1004,田中四郎,,10:53:42,Credit,EMoney,470874891711,0,410
0001,2026-05-01,2,27,Sale,Normal,Normal,1004,田中四郎,,18:07:46,Credit,UnionPay,984639493174,0,460
0001,2026-05-01,3,28,Sale,Normal,Normal,1004,田中四郎,M1001,16:20:03,Cash,,,0,320
0001,2026-05-01,2,29,Sale,Normal,Normal,1004,田中四郎,M1030,09:34:56,Credit,Credit,593860197593,200,670
0001,2026-05-01,2,30,Sale,Normal,Normal,1004,田中四郎,M1016,13:34:44,GiftCard,,,100,1630
0001,2026-05-01,3,31,Return,Normal,Normal,1004,田中四郎,M1013,13:12:09,Cash,,,0,760
0001,2026-05-01,1,32,Sale,Normal,Normal,1004,田中四郎,M1030,16:24:56,Cash,,,200,1120
0001,2026-05-01,3,33,Sale,Normal,Normal,1005,渡辺五郎,,13:33:17,Credit,BarcodePay,964579950905,0,1110
0001,2026-05-01,1,34,Sale,Rekey,Normal,1005,渡辺五郎,,16:27:34,Cash,,,0,520
0001,2026-05-01,3,35,Sale,Normal,Normal,1005,渡辺五郎,M1031,13:57:19,Cash,,,0,240
0001,2026-05-01,3,36,Sale,Normal,Normal,1005,渡辺五郎,,19:55:47,GiftCard,,,0,400
0001,2026-05-01,1,37,Sale,Normal,Normal,1005,渡辺五郎,M1016,10:46:17,Credit,EMoney,208034609526,0,140
0001,2026-05-01,2,38,Sale,Normal,Normal,1005,渡辺五郎,,14:39:29,Cash,,,0,350
0001,2026-05-01,3,39,Sale,Normal,Normal,1005,渡辺五郎,,13:37:53,Credit,EMoney,908423746913,0,180
0002,2026-05-01,2,1,Sale,Normal,Normal,1001,佐藤一郎,M1020,19:16:58,Cash,,,0,660
0002,2026-05-01,2,2,Sale,Normal,Normal,1001,佐藤一郎,M1036,18:27:43,GiftCard,,,0,1080
0002,2026-05-01,3,3,Sale,Rekey,Normal,1001,佐藤一郎,M1032,14:23:10,GiftCard,,,0,890
0002,2026-05-01,2,4,Sale,Normal,Normal,1001,佐藤一郎,M1000,15:19:11,Cash,,,100,900
0002,2026-05-01,2,5,Sale,Normal,Normal,1001,佐藤一郎,,12:13:23,GiftCard,,,0,130
0002,2026-05-01,2,6,Sale,Normal,Normal,1001,佐藤一郎,M1014,14:09:23,Credit,BarcodePay,309768832419,0,190
0002,2026-05-01,3,7,Sale,Normal,Normal,1001,佐藤一郎,,15:40:01,GiftCard,,,0,300
0002,2026-05-01,3,8,Sale,Normal,Normal,1002,鈴木二郎,,18:36:30,GiftCard,,,0,360
0002,2026-05-01,1,9,Sale,Normal,Normal,1002,鈴木二郎,M1038,13:06:25,Cash,,,0,530
0002,2026-05-01,3,10,Sale,Normal,Normal,1002,鈴木二郎,,17:57:10,GiftCard,,,0,580
0002,2026-05-01,1,11,Sale,Normal,Normal,1002,鈴木二郎,M1027,19:58:20,Cash,,,0,1240
0002,2026-05-01,3,12,Sale,Normal,Normal,1002,鈴木二郎,M1011,09:09:04,Cash,,,200,1320
0002,2026-05-01,3,13,Sale,Normal,Normal,1002,鈴木二郎,,09:58:37,Cash,,,0,580
0002,2026-05-01,1,14,Sale,Normal,Normal,1002,鈴木二郎,,13:39:13,Cash,,,0,1470
0002,2026-05-01,3,15,Sale,Normal,Normal,1002,鈴木二郎,,12:18:10,Cash,,,0,1020
0002,2026-05-01,1,16,Sale,Normal,Normal,1003,高橋三郎,,14:23:28,Cash,,,0,820
0002,2026-05-01,3,17,Sale,Normal,Normal,1003,高橋三郎,,12:03:55,Credit,UnionPay,661187627034,0,1220
0002,2026-05-01,3,18,Sale,Normal,Normal,1003,高橋三郎,,12:50:34,Cash,,,0,820
0002,2026-05-01,2,19,Sale,Normal,Normal,1003,高橋三郎,M1000,19:41:42,GiftCard,,,0,620
0002,2026-05-01,2,20,Sale,Normal,Normal,1003,高橋三郎,M1003,18:36:40,Cash,,,0,320
0002,2026-05-01,2,21,Sale,Normal,Normal,1003,高橋三郎,,15:27:40,GiftCard,,,0,720
0002,2026-05-01,1,22,Sale,Normal,Normal,1003,高橋三郎,M1032,15:02:08,Cash,,,0,200
0002,2026-05-01,1,23,Sale,Normal,Normal,1004,田中四郎,,20:46:20,Credit,UnionPay,894673531321,0,1380
0002,2026-05-01,2,24,Sale,Rekey,Normal,1004,田中四郎,,18:30:40,Credit,Credit,419115493074,0,370
0002,2026-05-01,3,25,Sale,Normal,Normal,1004,田中四郎,M1007,17:12:52,Cash,,,200,780
0002,2026-05-01,2,26,Sale,Normal,Normal,1004,田中四郎,M1000,10:28:52,GiftCard,,,0,480
0002,2026-05-01,1,27,Sale,Normal,Normal,1004,田中四郎,M1003,16:07:33,Cash,,,0,1270
0002,2026-05-01,2,28,Sale,Normal,Normal,1004,田中四郎,M1013,20:50:10,Credit,EMoney,190863238982,0,580
0002,2026-05-01,1,29,Sale,Normal,Normal,1004,田中四郎,,19:07:58,GiftCard,,,0,200
0002,2026-05-01,1,30,Sale,Normal,Normal,1005,渡辺五郎,M1026,16:50:09,Cash,,,0,220
0002,2026-05-01,1,31,Sale,Normal,Normal,1005,渡辺五郎,M1015,18:51:32,Credit,BarcodePay,783366840024,0,760
0002,2026-05-01,3,32,Sale,Normal,Normal,1005,渡辺五郎,M1035,10:07:22,Cash,,,0,820
0002,2026-05-01,3,33,Sale,Normal,Normal,1005,渡辺五郎,,17:40:26,Cash,,,0,540
0002,2026-05-01,2,34,Sale,Normal,Normal,1005,渡辺五郎,,10:47:24,Credit,BarcodePay,985460499793,0,640
0002,2026-05-01,3,35,Sale,Normal,Normal,1005,渡辺五郎,M1000,15:11:28,Cash,,,0,530
0002,2026-05-01,1,36,Sale,Normal,Normal,1005,渡辺五郎,M1023,18:46:30,Cash,,,0,260
0002,2026-05-01,1,37,Sale,Normal,Normal,1005,渡辺五郎,,18:54:53,Cash,,,0,380
0002,2026-05-01,1,38,Sale,Normal,Normal,1005,渡辺五郎,M1013,09:32:14,Cash,,,0,320
0002,2026-05-01,1,39,Sale,Normal,Normal,1005,渡辺五郎,M1032,18:29:52,Cash,,,0,1150
0001,2026-05-02,3,40,Sale,Normal,Normal,1001,佐藤一郎,,11:29:37,GiftCard,,,0,640
0001,2026-05-02,1,41,Sale,Normal,Normal,1001,佐藤一郎,M1035,10:42:04,GiftCard,,,0,770
0001,2026-05-02,2,42,Return,Normal,Normal,1001,佐藤一郎,,13:34:32,Credit,BarcodePay,675717275366,0,660
0001,2026-05-02,3,43,Sale,Normal,Normal,1001,佐藤一郎,M1029,13:10:56,Credit,Credit,647524507954,0,360
0001,2026-05-02,1,44,Sale,Normal,Normal,1001,佐藤一郎,,15:09:36,Credit,EMoney,761875651513,0,660
0001,2026-05-02,2,45,Sale,Normal,Normal,1001,佐藤一郎,M1012,12:44:16,GiftCard,,,100,780
0001,2026-05-02,1,46,Sale,Normal,Normal,1001,佐藤一郎,M1015,17:53:44,Cash,,,0,460
0001,2026-05-02,1,47,Sale,Normal,Normal,1001,佐藤一郎,M1010,18:04:58,Cash,,,200,790
0001,2026-05-02,3,48,Sale,Normal,Normal,1001,佐藤一郎,,19:48:50,Credit,UnionPay,807392263657,0,740
0001,2026-05-02,1,49,Sale,Normal,Normal,1002,鈴木二郎,,13:22:22,Credit,Credit,433194176153,0,550
0001,2026-05-02,3,50,Sale,Normal,Normal,1002,鈴木二郎,M1003,09:01:28,GiftCard,,,200,430
0001,2026-05-02,1,51,Sale,Normal,Normal,1002,鈴木二郎,M1039,17:53:57,Cash,,,0,620
0001,2026-05-02,3,52,Sale,Normal,Normal,1002,鈴木二郎,,11:11:07,Cash,,,0,590
0001,2026-05-02,2,53,Sale,Normal,Normal,1002,鈴木二郎,M1026,14:51:09,Cash,,,0,650
0001,2026-05-02,2,54,Sale,Normal,Normal,1002,鈴木二郎,M1031,18:14:24,Cash,,,0,140
0001,2026-05-02,1,55,Sale,Normal,Normal,1002,鈴木二郎,,09:27:02,Credit,Credit,592695949432,0,1000
0001,2026-05-02,2,56,Sale,Normal,Normal,1003,高橋三郎,M1033,11:37:05,Cash,,,0,650
0001,2026-05-02,1,57,Sale,Normal,Normal,1003,高橋三郎,M1029,10:22:40,Cash,,,100,200
0001,2026-05-02,3,58,Sale,Normal,Normal,1003,高橋三郎,M1022,19:01:39,Credit,EMoney,992660366566,0,1050
0001,2026-05-02,2,59,Sale,Normal,Normal,1003,高橋三郎,M1031,11:04:44,GiftCard,,,0,560
0001,2026-05-02,2,60,Sale,Normal,Normal,1003,高橋三郎,M1010,16:15:59,Credit,EMoney,471561875806,0,200
0001,2026-05-02,1,61,Sale,Normal,Normal,1003,高橋三郎,M1039,16:26:46,Cash,,,200,720
0001,2026-05-02,1,62,Sale,Normal,Normal,1003,高橋三郎,M1033,18:59:34,Cash,,,0,160
0001,2026-05-02,3,63,Sale,Normal,Normal,1003,高橋三郎,,09:57:48,Cash,,,0,320
0001,2026-05-02,1,64,Sale,Normal,Normal,1003,高橋三郎,M1012,11:57:54,Credit,Credit,851254298034,0,160
0001,2026-05-02,1,65,Sale,Normal,Normal,1004,田中四郎,M1025,14:41:12,Cash,,,200,630
0001,2026-05-02,2,66,Sale,Normal,Normal,1004,田中四郎,,13:10:35,Cash,,,0,670
0001,2026-05-02,3,67,Sale,Normal,Normal,1004,田中四郎,,19:46:02,Credit,BarcodePay,603714031548,0,440
0001,2026-05-02,2,68,Sale,Normal,Normal,1004,田中四郎,,09:23:06,Credit,Credit,438951194114,0,850
0001,2026-05-02,1,69,Sale,Normal,Normal,1004,田中四郎,M1010,15:23:21,Credit,BarcodePay,586903115534,0,1240
0001,2026-05-02,2,70,Sale,Normal,Normal,1004,田中四郎,,12:53:38,Credit,EMoney,174442987689,0,250
0001,2026-05-02,1,71,Sale,Normal,Normal,1004,田中四郎,,18:52:19,Credit,EMoney,518637695433,0,820
0001,2026-05-02,3,72,Sale,Normal,Normal,1004,田中四郎,M1003,14:55:00,GiftCard,,,0,1130
0001,2026-05-02,3,73,Sale,Normal,Normal,1005,渡辺五郎,M1019,09:44:00,GiftCard,,,0,470
0001,2026-05-02,1,74,Sale,Normal,Normal,1005,渡辺五郎,M1012,13:35:11,Cash,,,0,240
0001,2026-05-02,2,75,Sale,Normal,Normal,1005,渡辺五郎,M1039,17:22:14,Cash,,,0,990
0001,2026-05-02,3,76,Sale,Normal,Normal,1005,渡辺五郎,M1009,19:26:29,GiftCard,,,0,940
0001,2026-05-02,1,77,Sale,Normal,Normal,1005,渡辺五郎,M1001,18:12:49,Cash,,,100,750
0001,2026-05-02,1,78,Sale,Normal,Normal,1005,渡辺五郎,,19:14:12,Credit,UnionPay,941585975205,0,320
0001,2026-05-02,2,79,Sale,Rekey,Normal,1005,渡辺五郎,,10:17:08,Credit,BarcodePay,941665388217,0,640
0002,2026-05-02,2,40,Sale,Normal,Normal,1001,佐藤一郎,,15:37:24,Cash,,,0,600
0002,2026-05-02,2,41,Sale,Normal,Normal,1001,佐藤一郎,M1002,18:00:59,Cash,,,100,480
0002,2026-05-02,1,42,Sale,Normal,Normal,1001,佐藤一郎,,13:26:59,Cash,,,0,320
0002,2026-05-02,1,43,Sale,Normal,Normal,1001,佐藤一郎,M1007,18:50:24,Credit,BarcodePay,779905702608,200,360
0002,2026-05-02,1,44,Sale,Normal,Normal,1001,佐藤一郎,,09:59:20,Cash,,,0,300
0002,2026-05-02,2,45,Sale,Normal,Normal,1001,佐藤一郎,,14:26:24,Cash,,,0,290
0002,2026-05-02,1,46,Sale,Normal,Normal,1001,佐藤一郎,M1007,12:15:43,Cash,,,100,180
0002,2026-05-02,1,47,Sale,Normal,Normal,1001,佐藤一郎,M1035,09:06:05,Cash,,,0,580
0002,2026-05-02,2,48,Sale,Normal,Normal,1001,佐藤一郎,,20:40:19,Cash,,,0,200
0002,2026-05-02,2,49,Sale,Normal,Normal,1001,佐藤一郎,,18:31:29,Credit,EMoney,493981423945,0,510
0002,2026-05-02,1,50,Sale,Normal,Normal,1001,佐藤一郎,,15:54:29,Cash,,,0,230
0002,2026-05-02,2,51,Sale,Normal,Normal,1002,鈴木二郎,M1036,09:24:12,Cash,,,200,1250
0002,2026-05-02,2,52,Sale,Normal,Normal,1002,鈴木二郎,,15:03:47,Cash,,,0,320
0002,2026-05-02,2,53,Sale,Normal,Normal,1002,鈴木二郎,,13:51:21,Cash,,,0,650
0002,2026-05-02,2,54,Sale,Normal,Normal,1002,鈴木二郎,M1003,17:07:56,Credit,Credit,252111649872,0,1480
0002,2026-05-02,3,55,Sale,Normal,Normal,1002,鈴木二郎,,16:45:58,Credit,BarcodePay,161975816469,0,230
0002,2026-05-02,1,56,Sale,Normal,Normal,1002,鈴木二郎,,13:05:17,Credit,BarcodePay,226474944213,0,170
0002,2026-05-02,1,57,Sale,Normal,Normal,1002,鈴木二郎,M1021,20:28:32,Cash,,,200,210
0002,2026-05-02,2,58,Sale,Normal,Normal,1002,鈴木二郎,M1015,19:18:39,GiftCard,,,0,1090
0002,2026-05-02,3,59,Sale,Normal,Normal,1003,高橋三郎,,10:03:20,Cash,,,0,180
0002,2026-05-02,3,60,Sale,Normal,Normal,1003,高橋三郎,M1036,20:26:34,Cash,,,0,550
0002,2026-05-02,3,61,Sale,Normal,Normal,1003,高橋三郎,M1018,14:56:29,Cash,,,100,1110
0002,2026-05-02,1,62,Sale,Normal,Normal,1003,高橋三郎,,09:13:29,Cash,,,0,230
0002,2026-05-02,2,63,Sale,Normal,Normal,1003,高橋三郎,,14:29:42,Credit,Credit,984002556085,0,1120
0002,2026-05-02,1,64,Sale,Normal,Normal,1003,高橋三郎,M1032,13:11:17,Credit,UnionPay,506809240978,0,1120
0002,2026-05-02,3,65,Sale,Normal,Normal,1003,高橋三郎,M1011,14:44:39,Cash,,,100,250
0002,2026-05-02,3,66,Sale,Normal,Normal,1004,田中四郎,,19:02:39,GiftCard,,,0,550
0002,2026-05-02,1,67,Sale,Normal,Normal,1004,田中四郎,,11:38:43,Cash,,,0,360
0002,2026-05-02,3,68,Sale,Normal,Normal,1004,田中四郎,,16:57:48,Cash,,,0,930
0002,2026-05-02,3,69,Sale,Normal,Normal,1004,田中四郎,,15:15:34,Cash,,,0,660
0002,2026-05-02,2,70,Sale,Normal,Normal,1004,田中四郎,M1035,17:51:07,Credit,Credit,373875271683,0,340
0002,2026-05-02,2,71,Sale,Normal,Normal,1004,田中四郎,M1006,16:15:42,Cash,,,0,350
0002,2026-05-02,2,72,Sale,Normal,Normal,1004,田中四郎,M1020,10:00:21,GiftCard,,,0,530
0002,2026-05-02,2,73,Return,Normal,Normal,1004,田中四郎,M1024,09:50:41,GiftCard,,,0,690
0002,2026-05-02,1,74,Sale,Normal,Normal,1004,田中四郎,M1038,19:55:52,Credit,BarcodePay,801202169835,0,630
0002,2026-05-02,2,75,Sale,Normal,Normal,1004,田中四郎,M1023,17:03:42,Cash,,,0,320
0002,2026-05-02,3,76,Sale,Normal,Normal,1005,渡辺五郎,M1039,16:22:14,Cash,,,200,540
0002,2026-05-02,3,77,Sale,Normal,Normal,1005,渡辺五郎,M1017,11:54:49,Cash,,,0,1240
0002,2026-05-02,1,78,Sale,Normal,Normal,1005,渡辺五郎,M1012,14:04:56,Credit,UnionPay,686005951086,200,1090
0002,2026-05-02,2,79,Sale,Normal,Normal,1005,渡辺五郎,,10:30:48,Cash,,,0,540
0002,2026-05-02,1,80,Sale,Normal,Normal,1005,渡辺五郎,M1036,20:00:48,GiftCard,,,200,560
0002,2026-05-02,1,81,Sale,Normal,Normal,1005,渡辺五郎,M1033,11:10:31,Cash,,,0,1110
0002,2026-05-02,2,82,Sale,Normal,Normal,1005,渡辺五郎,M1016,18:20:26,GiftCard,,,0,160
0002,2026-05-02,3,83,Sale,Normal,Normal,1005,渡辺五郎,,10:08:01,Credit,Credit,350328432489,0,370
0002,2026-05-02,2,84,Return,Normal,Normal,1005,渡辺五郎,M1028,17:23:28,Cash,,,0,380
0001,2026-05-03,2,80,Sale,Normal,Normal,1001,佐藤一郎,,17:31:59,Cash,,,0,1230
0001,2026-05-03,2,81,Sale,Normal,Normal,1001,佐藤一郎,M1020,17:18:02,GiftCard,,,0,230
0001,2026-05-03,1,82,Sale,Normal,Normal,1001,佐藤一郎,M1026,19:01:34,Credit,UnionPay,894957712444,0,1050
0001,2026-05-03,3,83,Sale,Normal,Normal,1001,佐藤一郎,,11:06:06,Cash,,,0,290
0001,2026-05-03,3,84,Sale,Normal,Normal,1001,佐藤一郎,M1013,16:53:27,Cash,,,0,950
0001,2026-05-03,1,85,Sale,Normal,Normal,1001,佐藤一郎,M1005,09:56:10,Cash,,,100,1040
0001,2026-05-03,1,86,Sale,Normal,Normal,1001,佐藤一郎,,10:45:58,Cash,,,0,910
0001,2026-05-03,1,87,Sale,Normal,Normal,1001,佐藤一郎,M1001,19:13:41,Credit,BarcodePay,232551441353,0,920
0001,2026-05-03,3,88,Sale,Normal,Normal,1002,鈴木二郎,M1024,20:19:33,Cash,,,100,770
0001,2026-05-03,2,89,Sale,Normal,Normal,1002,鈴木二郎,,13:17:51,Cash,,,0,730
0001,2026-05-03,1,90,Sale,Normal,Normal,1002,鈴木二郎,M1013,18:22:06,GiftCard,,,0,790
0001,2026-05-03,1,91,Sale,Normal,Normal,1002,鈴木二郎,,14:02:28,Cash,,,0,1220
0001,2026-05-03,2,92,Sale,Normal,Normal,1002,鈴木二郎,,17:20:18,Cash,,,0,1360
0001,2026-05-03,1,93,Sale,Normal,Normal,1002,鈴木二郎,,16:28:25,GiftCard,,,0,450
0001,2026-05-03,3,94,Sale,Normal,Normal,1002,鈴木二郎,M1039,18:16:46,Credit,EMoney,620192638310,100,2040
0001,2026-05-03,2,95,Sale,Normal,Normal,1003,高橋三郎,M1037,13:27:37,Cash,,,200,980
0001,2026-05-03,1,96,Sale,Normal,Normal,1003,高橋三郎,,19:05:40,GiftCard,,,0,1100
0001,2026-05-03,2,97,Sale,Normal,Normal,1003,高橋三郎,M1024,20:00:48,Cash,,,100,1290
0001,2026-05-03,2,98,Sale,Normal,Normal,1003,高橋三郎,M1002,14:00:57,Cash,,,0,360
0001,2026-05-03,1,99,Sale,Normal,Normal,1003,高橋三郎,,11:16:17,Credit,BarcodePay,175453677009,0,1620
0001,2026-05-03,3,100,Sale,Normal,Normal,1003,高橋三郎,,14:01:40,Cash,,,0,890
0001,2026-05-03,2,101,Sale,Normal,Normal,1003,高橋三郎,M1019,17:00:00,Cash,,,100,330
0001,2026-05-03,1,102,Sale,Normal,Normal,1004,田中四郎,,19:22:02,Cash,,,0,800
0001,2026-05-03,2,103,Sale,Normal,Normal,1004,田中四郎,,13:57:37,Credit,EMoney,629322360330,0,180
0001,2026-05-03,1,104,Sale,Normal,Normal,1004,田中四郎,,14:14:43,Cash,,,0,720
0001,2026-05-03,2,105,Sale,Normal,Normal,1004,田中四郎,M1028,12:32:01,Cash,,,200,150
0001,2026-05-03,1,106,Sale,Normal,Normal,1004,田中四郎,,10:56:44,Credit,Credit,806047608028,0,700
0001,2026-05-03,3,107,Sale,Normal,Normal,1004,田中四郎,M1025,12:13:13,GiftCard,,,0,360
0001,2026-05-03,3,108,Sale,Normal,Normal,1004,田中四郎,,15:54:48,Credit,BarcodePay,716810516367,0,1420
0001,2026-05-03,3,109,Sale,Normal,Normal,1004,田中四郎,,15:41:15,GiftCard,,,0,1160
0001,2026-05-03,2,110,Return,Normal,Normal,1004,田中四郎,,20:43:38,Cash,,,0,950
0001,2026-05-03,3,111,Sale,Normal,Normal,1005,渡辺五郎,M1030,16:12:51,Cash,,,0,1480
0001,2026-05-03,1,112,Sale,Normal,Normal,1005,渡辺五郎,,16:22:56,Cash,,,0,460
0001,2026-05-03,2,113,Sale,Normal,Normal,1005,渡辺五郎,,13:15:01,Cash,,,0,930
0001,2026-05-03,3,114,Sale,Normal,Normal,1005,渡辺五郎,,11:06:17,Cash,,,0,1070
0001,2026-05-03,3,115,Sale,Normal,Normal,1005,渡辺五郎,,17:55:27,Cash,,,0,450
0001,2026-05-03,3,116,Sale,Normal,Normal,1005,渡辺五郎,,11:31:39,Credit,Credit,393062782589,0,1680
0001,2026-05-03,3,117,Return,Normal,Normal,1005,渡辺五郎,M1011,14:47:56,Cash,,,0,1190
0002,2026-05-03,1,85,Sale,Normal,Normal,1001,佐藤一郎,,19:35:05,GiftCard,,,0,750
0002,2026-05-03,3,86,Sale,Normal,Normal,1001,佐藤一郎,M1004,19:14:52,Cash,,,0,320
0002,2026-05-03,2,87,Return,Normal,Normal,1001,佐藤一郎,,18:38:58,Cash,,,0,1070
0002,2026-05-03,2,88,Sale,Normal,Normal,1001,佐藤一郎,M1017,09:30:46,Cash,,,0,1090
0002,2026-05-03,3,89,Sale,Normal,Normal,1001,佐藤一郎,M1006,14:11:04,GiftCard,,,0,610
0002,2026-05-03,2,90,Sale,Normal,Normal,1001,佐藤一郎,M1005,15:42:15,Cash,,,0,240
0002,2026-05-03,2,91,Sale,Normal,Normal,1001,佐藤一郎,M1013,19:43:12,Cash,,,100,180
0002,2026-05-03,2,92,Sale,Normal,Normal,1002,鈴木二郎,,11:29:05,Credit,UnionPay,709464603632,0,760
0002,2026-05-03,1,93,Sale,Normal,Normal,1002,鈴木二郎,,14:43:43,Cash,,,0,950
0002,2026-05-03,1,94,Return,Normal,Normal,1002,鈴木二郎,M1013,19:09:15,GiftCard,,,0,240
0002,2026-05-03,2,95,Sale,Normal,Normal,1002,鈴木二郎,,14:32:10,Cash,,,0,730
0002,2026-05-03,2,96,Return,Normal,Normal,1002,鈴木二郎,M1033,10:50:45,Credit,Credit,804808219990,0,1110
0002,2026-05-03,1,97,Sale,Normal,Normal,1002,鈴木二郎,,13:15:52,Cash,,,0,710
0002,2026-05-03,2,98,Sale,Normal,Normal,1002,鈴木二郎,M1021,20:09:10,Credit,Credit,283066492875,0,740
0002,2026-05-03,1,99,Sale,Normal,Normal,1002,鈴木二郎,M1000,13:08:01,GiftCard,,,0,920
0002,2026-05-03,3,100,Sale,Normal,Normal,1002,鈴木二郎,,11:00:22,Cash,,,0,760
0002,2026-05-03,1,101,Sale,Normal,Normal,1002,鈴木二郎,M1024,14:05:20,Cash,,,0,490
0002,2026-05-03,2,102,Sale,Normal,Normal,1002,鈴木二郎,M1017,10:29:06,Cash,,,200,570
0002,2026-05-03,1,103,Sale,Normal,Normal,1003,高橋三郎,M1020,16:14:14,Cash,,,0,660
0002,2026-05-03,1,104,Sale,Normal,Normal,1003,高橋三郎,,20:07:32,GiftCard,,,0,960
0002,2026-05-03,3,105,Sale,Normal,Normal,1003,高橋三郎,M1007,09:58:39,Credit,EMoney,996560834614,200,1210
0002,2026-05-03,2,106,Sale,Normal,Normal,1003,高橋三郎,,20:34:16,Cash,,,0,300
0002,2026-05-03,3,107,Sale,Normal,Normal,1003,高橋三郎,,19:40:04,GiftCard,,,0,930
0002,2026-05-03,1,108,Sale,Normal,Normal,1003,高橋三郎,,12:22:45,Cash,,,0,720
0002,2026-05-03,2,109,Sale,Normal,Normal,1003,高橋三郎,M1000,11:58:59,Cash,,,0,1520
0002,2026-05-03,3,110,Sale,Normal,Normal,1003,高橋三郎,,14:58:22,Credit,BarcodePay,827949667924,0,260
0002,2026-05-03,1,111,Sale,Normal,Normal,1003,高橋三郎,,12:18:25,GiftCard,,,0,1220
0002,2026-05-03,1,112,Sale,Normal,Normal,1003,高橋三郎,,10:15:01,Credit,BarcodePay,893927968139,0,950
0002,2026-05-03,3,113,Sale,Normal,Normal,1004,田中四郎,M1028,14:44:34,Cash,,,0,780
0002,2026-05-03,1,114,Return,Normal,Normal,1004,田中四郎,,16:47:33,GiftCard,,,0,800
0002,2026-05-03,1,115,Return,Normal,Normal,1004,田中四郎,M1026,14:11:34,GiftCard,,,0,1150
0002,2026-05-03,2,116,Sale,Normal,Normal,1004,田中四郎,,10:01:24,GiftCard,,,0,1540
0002,2026-05-03,1,117,Sale,Normal,Normal,1004,田中四郎,,20:41:01,GiftCard,,,0,670
0002,2026-05-03,3,118,Sale,Normal,Normal,1004,田中四郎,,16:40:16,Cash,,,0,640
0002,2026-05-03,3,119,Sale,Normal,Normal,1004,田中四郎,M1013,12:59:33,Credit,EMoney,547079894102,100,770
0002,2026-05-03,2,120,Sale,Normal,Normal,1004,田中四郎,,12:19:10,Cash,,,0,740
0002,2026-05-03,2,121,Sale,Normal,Normal,1004,田中四郎,,10:55:41,GiftCard,,,0,1280
0002,2026-05-03,1,122,Return,Normal,Normal,1005,渡辺五郎,M1009,09:31:56,Cash,,,0,950
